"DateTime","Vicente López Carril[en]","Lieuwe Westra[en]","Kelly Catlin[en]","Chris Anker Sørensen[en]"
"2009-09-23 00:00:00",2,0,0,7
"2009-09-24 00:00:00",0,0,0,0
"2009-09-25 00:00:00",3,0,0,6
"2009-09-26 00:00:00",0,0,0,0
"2009-09-27 00:00:00",2,0,0,6
"2009-09-28 00:00:00",0,0,0,0
"2009-09-29 00:00:00",1,0,0,4
"2009-09-30 00:00:00",0,0,0,0
"2009-10-01 00:00:00",0,0,0,9
"2009-10-02 00:00:00",0,0,0,0
"2009-10-03 00:00:00",0,0,0,6
"2009-10-04 00:00:00",0,0,0,0
"2009-10-05 00:00:00",1,0,0,9
"2009-10-06 00:00:00",0,0,0,0
"2009-10-07 00:00:00",2,0,0,9
"2009-10-08 00:00:00",0,0,0,0
"2009-10-09 00:00:00",2,0,0,5
"2009-10-10 00:00:00",0,0,0,0
"2009-10-11 00:00:00",2,0,0,2
"2009-10-12 00:00:00",0,0,0,0
"2009-10-13 00:00:00",0,0,0,6
"2009-10-14 00:00:00",0,0,0,0
"2009-10-15 00:00:00",1,0,0,6
"2009-10-16 00:00:00",0,0,0,0
"2009-10-17 00:00:00",0,0,0,19
"2009-10-18 00:00:00",0,0,0,0
"2009-10-19 00:00:00",3,0,0,7
"2009-10-20 00:00:00",0,0,0,0
"2009-10-21 00:00:00",2,0,0,12
"2009-10-22 00:00:00",0,0,0,0
"2009-10-23 00:00:00",2,1,0,9
"2009-10-24 00:00:00",0,0,0,0
"2009-10-25 00:00:00",1,0,0,7
"2009-10-26 00:00:00",0,0,0,0
"2009-10-27 00:00:00",2,0,0,5
"2009-10-28 00:00:00",0,0,0,0
"2009-10-29 00:00:00",2,0,0,5
"2009-10-30 00:00:00",0,0,0,0
"2009-10-31 00:00:00",0,0,0,10
"2009-11-01 00:00:00",0,0,0,0
"2009-11-02 00:00:00",0,0,0,5
"2009-11-03 00:00:00",0,0,0,0
"2009-11-04 00:00:00",1,0,0,6
"2009-11-05 00:00:00",0,0,0,0
"2009-11-06 00:00:00",1,0,0,6
"2009-11-07 00:00:00",0,1,0,0
"2009-11-08 00:00:00",1,0,0,8
"2009-11-09 00:00:00",0,0,0,0
"2009-11-10 00:00:00",1,0,0,5
"2009-11-11 00:00:00",0,0,0,0
"2009-11-12 00:00:00",1,0,0,7
"2009-11-13 00:00:00",0,0,0,0
"2009-11-14 00:00:00",4,0,0,8
"2009-11-15 00:00:00",0,0,0,0
"2009-11-16 00:00:00",2,0,0,13
"2009-11-17 00:00:00",0,0,0,0
"2009-11-18 00:00:00",1,0,0,7
"2009-11-19 00:00:00",0,0,0,0
"2009-11-20 00:00:00",2,0,0,9
"2009-11-21 00:00:00",0,0,0,0
"2009-11-22 00:00:00",0,0,0,12
"2009-11-23 00:00:00",0,0,0,0
"2009-11-24 00:00:00",1,0,0,14
"2009-11-25 00:00:00",0,0,0,0
"2009-11-26 00:00:00",2,0,0,7
"2009-11-27 00:00:00",0,0,0,0
"2009-11-28 00:00:00",1,0,0,11
"2009-11-29 00:00:00",0,0,0,0
"2009-11-30 00:00:00",1,0,0,14
"2009-12-01 00:00:00",0,0,0,0
"2009-12-02 00:00:00",0,0,0,15
"2009-12-03 00:00:00",0,0,0,0
"2009-12-04 00:00:00",0,0,0,20
"2009-12-05 00:00:00",0,0,0,0
"2009-12-06 00:00:00",3,0,0,13
"2009-12-07 00:00:00",0,0,0,0
"2009-12-08 00:00:00",1,0,0,26
"2009-12-09 00:00:00",0,0,0,0
"2009-12-10 00:00:00",2,0,0,24
"2009-12-11 00:00:00",0,0,0,0
"2009-12-12 00:00:00",1,0,0,64
"2009-12-13 00:00:00",0,0,0,0
"2009-12-14 00:00:00",0,0,0,41
"2009-12-15 00:00:00",0,0,0,0
"2009-12-16 00:00:00",1,0,0,49
"2009-12-17 00:00:00",0,0,0,0
"2009-12-18 00:00:00",0,0,0,34
"2009-12-19 00:00:00",0,1,0,0
"2009-12-20 00:00:00",4,0,0,23
"2009-12-21 00:00:00",0,0,0,0
"2009-12-22 00:00:00",1,0,0,22
"2009-12-23 00:00:00",0,0,0,0
"2009-12-24 00:00:00",1,0,0,33
"2009-12-25 00:00:00",0,0,0,0
"2009-12-26 00:00:00",3,0,0,58
"2009-12-27 00:00:00",0,0,0,0
"2009-12-28 00:00:00",1,0,0,81
"2009-12-29 00:00:00",0,0,0,0
"2009-12-30 00:00:00",2,0,0,116
"2009-12-31 00:00:00",0,0,0,0
"2010-01-01 00:00:00",0,0,0,0
"2010-01-02 00:00:00",0,0,0,10
"2010-01-03 00:00:00",0,0,0,0
"2010-01-04 00:00:00",1,0,0,46
"2010-01-05 00:00:00",0,0,0,0
"2010-01-06 00:00:00",1,0,0,6
"2010-01-07 00:00:00",0,0,0,0
"2010-01-08 00:00:00",2,0,0,4
"2010-01-09 00:00:00",0,0,0,0
"2010-01-10 00:00:00",3,0,0,7
"2010-01-11 00:00:00",0,0,0,0
"2010-01-12 00:00:00",4,0,0,8
"2010-01-13 00:00:00",0,0,0,0
"2010-01-14 00:00:00",3,0,0,7
"2010-01-15 00:00:00",0,0,0,0
"2010-01-16 00:00:00",2,0,0,4
"2010-01-17 00:00:00",0,0,0,0
"2010-01-18 00:00:00",0,0,0,19
"2010-01-19 00:00:00",0,0,0,0
"2010-01-20 00:00:00",2,0,0,23
"2010-01-21 00:00:00",0,0,0,0
"2010-01-22 00:00:00",1,0,0,13
"2010-01-23 00:00:00",0,0,0,0
"2010-01-24 00:00:00",4,0,0,8
"2010-01-25 00:00:00",0,0,0,0
"2010-01-26 00:00:00",1,0,0,4
"2010-01-27 00:00:00",0,0,0,0
"2010-01-28 00:00:00",1,0,0,9
"2010-01-29 00:00:00",0,0,0,0
"2010-01-30 00:00:00",0,0,0,9
"2010-01-31 00:00:00",0,1,0,0
"2010-02-01 00:00:00",1,0,0,16
"2010-02-02 00:00:00",0,0,0,0
"2010-02-03 00:00:00",6,0,0,10
"2010-02-04 00:00:00",0,0,0,0
"2010-02-05 00:00:00",1,0,0,10
"2010-02-06 00:00:00",0,0,0,0
"2010-02-07 00:00:00",3,0,0,5
"2010-02-08 00:00:00",0,0,0,0
"2010-02-09 00:00:00",1,0,0,17
"2010-02-10 00:00:00",0,0,0,0
"2010-02-11 00:00:00",2,0,0,14
"2010-02-12 00:00:00",0,0,0,0
"2010-02-13 00:00:00",1,0,0,16
"2010-02-14 00:00:00",0,1,0,0
"2010-02-15 00:00:00",0,0,0,1
"2010-02-16 00:00:00",0,0,0,0
"2010-02-17 00:00:00",0,0,0,0
"2010-02-18 00:00:00",0,0,0,0
"2010-02-19 00:00:00",1,0,0,8
"2010-02-20 00:00:00",0,0,0,0
"2010-02-21 00:00:00",1,0,0,13
"2010-02-22 00:00:00",0,0,0,0
"2010-02-23 00:00:00",1,0,0,13
"2010-02-24 00:00:00",0,0,0,0
"2010-02-25 00:00:00",3,0,0,3
"2010-02-26 00:00:00",0,0,0,0
"2010-02-27 00:00:00",1,0,0,9
"2010-02-28 00:00:00",0,0,0,0
"2010-03-01 00:00:00",3,0,0,2
"2010-03-02 00:00:00",0,0,0,0
"2010-03-03 00:00:00",2,1,0,10
"2010-03-04 00:00:00",0,0,0,0
"2010-03-05 00:00:00",1,0,0,12
"2010-03-06 00:00:00",0,3,0,0
"2010-03-07 00:00:00",0,0,0,3
"2010-03-08 00:00:00",0,0,0,0
"2010-03-09 00:00:00",0,0,0,13
"2010-03-10 00:00:00",0,0,0,0
"2010-03-11 00:00:00",0,0,0,4
"2010-03-12 00:00:00",0,0,0,0
"2010-03-13 00:00:00",0,0,0,6
"2010-03-14 00:00:00",0,0,0,0
"2010-03-15 00:00:00",1,2,0,5
"2010-03-16 00:00:00",0,0,0,0
"2010-03-17 00:00:00",4,0,0,10
"2010-03-18 00:00:00",0,0,0,0
"2010-03-19 00:00:00",1,1,0,8
"2010-03-20 00:00:00",0,0,0,0
"2010-03-21 00:00:00",1,1,0,7
"2010-03-22 00:00:00",0,0,0,0
"2010-03-23 00:00:00",1,0,0,4
"2010-03-24 00:00:00",0,0,0,0
"2010-03-25 00:00:00",0,0,0,7
"2010-03-26 00:00:00",0,0,0,0
"2010-03-27 00:00:00",2,0,0,14
"2010-03-28 00:00:00",0,0,0,0
"2010-03-29 00:00:00",2,0,0,19
"2010-03-30 00:00:00",0,0,0,0
"2010-03-31 00:00:00",0,0,0,11
"2010-04-01 00:00:00",0,2,0,0
"2010-04-02 00:00:00",6,0,0,12
"2010-04-03 00:00:00",0,0,0,0
"2010-04-04 00:00:00",2,0,0,8
"2010-04-05 00:00:00",0,1,0,0
"2010-04-06 00:00:00",5,0,0,11
"2010-04-07 00:00:00",0,0,0,0
"2010-04-08 00:00:00",6,0,0,11
"2010-04-09 00:00:00",0,0,0,0
"2010-04-10 00:00:00",3,0,0,5
"2010-04-11 00:00:00",0,1,0,0
"2010-04-12 00:00:00",4,0,0,6
"2010-04-13 00:00:00",0,0,0,0
"2010-04-14 00:00:00",6,0,0,12
"2010-04-15 00:00:00",0,1,0,0
"2010-04-16 00:00:00",6,2,0,2
"2010-04-17 00:00:00",0,0,0,0
"2010-04-18 00:00:00",3,0,0,6
"2010-04-19 00:00:00",0,2,0,0
"2010-04-20 00:00:00",5,0,0,7
"2010-04-21 00:00:00",0,1,0,0
"2010-04-22 00:00:00",5,0,0,8
"2010-04-23 00:00:00",0,0,0,0
"2010-04-24 00:00:00",3,0,0,7
"2010-04-25 00:00:00",0,0,0,0
"2010-04-26 00:00:00",4,0,0,6
"2010-04-27 00:00:00",0,0,0,0
"2010-04-28 00:00:00",5,2,0,9
"2010-04-29 00:00:00",0,0,0,0
"2010-04-30 00:00:00",1,0,0,8
"2010-05-01 00:00:00",0,2,0,0
"2010-05-02 00:00:00",3,0,0,10
"2010-05-03 00:00:00",0,3,0,0
"2010-05-04 00:00:00",0,0,0,3
"2010-05-05 00:00:00",0,0,0,0
"2010-05-06 00:00:00",4,0,0,7
"2010-05-07 00:00:00",0,0,0,0
"2010-05-08 00:00:00",2,0,0,6
"2010-05-09 00:00:00",0,0,0,0
"2010-05-10 00:00:00",1,0,0,11
"2010-05-11 00:00:00",0,0,0,0
"2010-05-12 00:00:00",1,0,0,10
"2010-05-13 00:00:00",0,0,0,0
"2010-05-14 00:00:00",4,0,0,5
"2010-05-15 00:00:00",0,0,0,0
"2010-05-16 00:00:00",2,1,0,7
"2010-05-17 00:00:00",0,0,0,0
"2010-05-18 00:00:00",3,0,0,3
"2010-05-19 00:00:00",0,0,0,0
"2010-05-20 00:00:00",1,0,0,20
"2010-05-21 00:00:00",0,0,0,0
"2010-05-22 00:00:00",3,1,0,11
"2010-05-23 00:00:00",0,1,0,0
"2010-05-24 00:00:00",2,0,0,15
"2010-05-25 00:00:00",0,0,0,0
"2010-05-26 00:00:00",1,0,0,9
"2010-05-27 00:00:00",0,1,0,0
"2010-05-28 00:00:00",3,0,0,14
"2010-05-29 00:00:00",0,1,0,0
"2010-05-30 00:00:00",5,0,0,12
"2010-05-31 00:00:00",0,0,0,0
"2010-06-01 00:00:00",1,1,1,6
"2010-06-02 00:00:00",0,0,0,0
"2010-06-03 00:00:00",1,0,0,7
"2010-06-04 00:00:00",0,0,0,0
"2010-06-05 00:00:00",5,0,0,10
"2010-06-06 00:00:00",0,0,0,0
"2010-06-07 00:00:00",6,0,0,9
"2010-06-08 00:00:00",0,1,0,0
"2010-06-09 00:00:00",2,0,0,5
"2010-06-10 00:00:00",0,0,0,0
"2010-06-11 00:00:00",4,0,0,5
"2010-06-12 00:00:00",0,0,0,0
"2010-06-13 00:00:00",4,0,0,4
"2010-06-14 00:00:00",0,0,0,0
"2010-06-15 00:00:00",0,0,0,7
"2010-06-16 00:00:00",0,0,0,0
"2010-06-17 00:00:00",1,0,0,8
"2010-06-18 00:00:00",0,0,0,0
"2010-06-19 00:00:00",2,0,0,9
"2010-06-20 00:00:00",0,0,0,0
"2010-06-21 00:00:00",2,0,0,13
"2010-06-22 00:00:00",0,0,0,0
"2010-06-23 00:00:00",1,0,0,6
"2010-06-24 00:00:00",0,0,0,0
"2010-06-25 00:00:00",1,0,0,7
"2010-06-26 00:00:00",0,0,0,0
"2010-06-27 00:00:00",4,0,0,13
"2010-06-28 00:00:00",0,0,0,0
"2010-06-29 00:00:00",1,0,0,9
"2010-06-30 00:00:00",0,0,0,0
"2010-07-01 00:00:00",7,0,0,8
"2010-07-02 00:00:00",0,0,0,0
"2010-07-03 00:00:00",4,0,0,10
"2010-07-04 00:00:00",0,0,0,0
"2010-07-05 00:00:00",4,0,0,11
"2010-07-06 00:00:00",0,0,0,0
"2010-07-07 00:00:00",5,0,0,18
"2010-07-08 00:00:00",0,0,0,0
"2010-07-09 00:00:00",3,0,0,11
"2010-07-10 00:00:00",0,0,0,0
"2010-07-11 00:00:00",3,0,0,7
"2010-07-12 00:00:00",0,0,0,0
"2010-07-13 00:00:00",3,0,0,11
"2010-07-14 00:00:00",0,0,0,0
"2010-07-15 00:00:00",6,0,0,9
"2010-07-16 00:00:00",0,1,0,0
"2010-07-17 00:00:00",0,1,0,9
"2010-07-18 00:00:00",0,0,0,0
"2010-07-19 00:00:00",3,0,0,8
"2010-07-20 00:00:00",0,0,0,0
"2010-07-21 00:00:00",1,0,0,10
"2010-07-22 00:00:00",0,0,0,0
"2010-07-23 00:00:00",2,0,0,13
"2010-07-24 00:00:00",0,0,0,0
"2010-07-25 00:00:00",1,0,0,12
"2010-07-26 00:00:00",0,0,0,0
"2010-07-27 00:00:00",3,2,0,9
"2010-07-28 00:00:00",0,2,0,0
"2010-07-29 00:00:00",3,0,0,4
"2010-07-30 00:00:00",0,0,0,0
"2010-07-31 00:00:00",6,0,0,15
"2010-08-01 00:00:00",0,0,0,0
"2010-08-02 00:00:00",2,0,0,31
"2010-08-03 00:00:00",0,0,0,0
"2010-08-04 00:00:00",4,0,0,9
"2010-08-05 00:00:00",0,1,0,0
"2010-08-06 00:00:00",9,0,0,9
"2010-08-07 00:00:00",0,0,0,0
"2010-08-08 00:00:00",2,0,0,9
"2010-08-09 00:00:00",0,0,0,0
"2010-08-10 00:00:00",4,0,0,12
"2010-08-11 00:00:00",0,0,0,0
"2010-08-12 00:00:00",0,1,0,14
"2010-08-13 00:00:00",0,4,0,0
"2010-08-14 00:00:00",1,1,0,8
"2010-08-15 00:00:00",0,1,0,0
"2010-08-16 00:00:00",4,0,0,7
"2010-08-17 00:00:00",0,1,0,0
"2010-08-18 00:00:00",0,15,0,14
"2010-08-19 00:00:00",0,35,0,0
"2010-08-20 00:00:00",1,6,0,9
"2010-08-21 00:00:00",0,11,0,0
"2010-08-22 00:00:00",2,26,0,29
"2010-08-23 00:00:00",0,9,0,0
"2010-08-24 00:00:00",2,8,0,11
"2010-08-25 00:00:00",0,12,0,0
"2010-08-26 00:00:00",3,7,0,16
"2010-08-27 00:00:00",0,9,0,0
"2010-08-28 00:00:00",3,6,0,15
"2010-08-29 00:00:00",0,8,0,0
"2010-08-30 00:00:00",6,10,0,20
"2010-08-31 00:00:00",0,5,0,0
"2010-09-01 00:00:00",2,5,0,10
"2010-09-02 00:00:00",0,6,0,0
"2010-09-03 00:00:00",6,11,0,24
"2010-09-04 00:00:00",0,5,0,0
"2010-09-05 00:00:00",3,7,0,23
"2010-09-06 00:00:00",0,4,0,0
"2010-09-07 00:00:00",1,5,0,17
"2010-09-08 00:00:00",0,29,0,0
"2010-09-09 00:00:00",1,51,0,25
"2010-09-10 00:00:00",0,17,0,0
"2010-09-11 00:00:00",7,2,0,24
"2010-09-12 00:00:00",0,9,0,0
"2010-09-13 00:00:00",4,4,0,26
"2010-09-14 00:00:00",0,8,0,0
"2010-09-15 00:00:00",2,6,0,13
"2010-09-16 00:00:00",0,7,0,0
"2010-09-17 00:00:00",2,7,0,12
"2010-09-18 00:00:00",0,6,0,0
"2010-09-19 00:00:00",2,9,0,17
"2010-09-20 00:00:00",0,6,0,0
"2010-09-21 00:00:00",5,4,0,11
"2010-09-22 00:00:00",0,5,0,0
"2010-09-23 00:00:00",6,1,0,15
"2010-09-24 00:00:00",0,5,0,0
"2010-09-25 00:00:00",2,3,0,17
"2010-09-26 00:00:00",0,2,0,0
"2010-09-27 00:00:00",4,3,0,9
"2010-09-28 00:00:00",0,1,0,1
"2010-09-29 00:00:00",2,2,0,121
"2010-09-30 00:00:00",0,4,0,0
"2010-10-01 00:00:00",4,2,0,227
"2010-10-02 00:00:00",0,2,0,0
"2010-10-03 00:00:00",1,4,0,42
"2010-10-04 00:00:00",0,2,0,0
"2010-10-05 00:00:00",4,2,0,43
"2010-10-06 00:00:00",0,2,0,0
"2010-10-07 00:00:00",6,14,0,39
"2010-10-08 00:00:00",0,6,0,0
"2010-10-09 00:00:00",1,2,0,29
"2010-10-10 00:00:00",0,2,0,0
"2010-10-11 00:00:00",3,2,0,51
"2010-10-12 00:00:00",0,4,0,0
"2010-10-13 00:00:00",2,4,0,39
"2010-10-14 00:00:00",0,4,0,0
"2010-10-15 00:00:00",4,5,0,32
"2010-10-16 00:00:00",0,3,0,0
"2010-10-17 00:00:00",5,40,0,24
"2010-10-18 00:00:00",0,7,0,0
"2010-10-19 00:00:00",5,2,0,29
"2010-10-20 00:00:00",0,4,0,0
"2010-10-21 00:00:00",4,5,0,25
"2010-10-22 00:00:00",0,6,0,0
"2010-10-23 00:00:00",0,4,0,22
"2010-10-24 00:00:00",0,2,0,0
"2010-10-25 00:00:00",2,2,0,24
"2010-10-26 00:00:00",0,4,0,0
"2010-10-27 00:00:00",2,3,0,13
"2010-10-28 00:00:00",0,4,0,0
"2010-10-29 00:00:00",3,1,0,28
"2010-10-30 00:00:00",0,2,0,0
"2010-10-31 00:00:00",2,4,0,18
"2010-11-01 00:00:00",0,4,0,0
"2010-11-02 00:00:00",1,2,0,23
"2010-11-03 00:00:00",0,4,0,0
"2010-11-04 00:00:00",1,2,0,21
"2010-11-05 00:00:00",0,2,0,0
"2010-11-06 00:00:00",4,4,0,18
"2010-11-07 00:00:00",0,5,0,0
"2010-11-08 00:00:00",3,4,0,10
"2010-11-09 00:00:00",0,0,0,0
"2010-11-10 00:00:00",3,3,0,12
"2010-11-11 00:00:00",0,4,0,0
"2010-11-12 00:00:00",4,1,0,9
"2010-11-13 00:00:00",0,5,0,0
"2010-11-14 00:00:00",3,2,0,37
"2010-11-15 00:00:00",0,5,0,0
"2010-11-16 00:00:00",3,5,0,16
"2010-11-17 00:00:00",0,2,0,0
"2010-11-18 00:00:00",2,0,0,14
"2010-11-19 00:00:00",0,0,0,0
"2010-11-20 00:00:00",0,5,0,4
"2010-11-21 00:00:00",0,3,0,0
"2010-11-22 00:00:00",0,5,0,3
"2010-11-23 00:00:00",0,5,0,0
"2010-11-24 00:00:00",1,3,0,4
"2010-11-25 00:00:00",0,3,0,0
"2010-11-26 00:00:00",0,5,0,0
"2010-11-27 00:00:00",0,4,0,0
"2010-11-28 00:00:00",2,3,0,7
"2010-11-29 00:00:00",0,5,0,0
"2010-11-30 00:00:00",2,2,0,7
"2010-12-01 00:00:00",0,3,0,0
"2010-12-02 00:00:00",2,2,0,14
"2010-12-03 00:00:00",0,4,0,0
"2010-12-04 00:00:00",1,4,0,11
"2010-12-05 00:00:00",0,5,0,0
"2010-12-06 00:00:00",3,2,0,20
"2010-12-07 00:00:00",0,5,0,0
"2010-12-08 00:00:00",4,7,0,22
"2010-12-09 00:00:00",0,4,0,0
"2010-12-10 00:00:00",1,1,0,12
"2010-12-11 00:00:00",0,1,0,0
"2010-12-12 00:00:00",6,2,0,25
"2010-12-13 00:00:00",0,2,0,0
"2010-12-14 00:00:00",2,6,0,25
"2010-12-15 00:00:00",0,3,0,0
"2010-12-16 00:00:00",5,3,0,15
"2010-12-17 00:00:00",0,3,0,0
"2010-12-18 00:00:00",3,1,0,23
"2010-12-19 00:00:00",0,3,0,0
"2010-12-20 00:00:00",1,1,0,18
"2010-12-21 00:00:00",0,4,0,0
"2010-12-22 00:00:00",2,4,0,3
"2010-12-23 00:00:00",0,2,0,0
"2010-12-24 00:00:00",1,1,0,19
"2010-12-25 00:00:00",0,3,0,0
"2010-12-26 00:00:00",2,5,0,42
"2010-12-27 00:00:00",0,2,0,0
"2010-12-28 00:00:00",5,1,0,58
"2010-12-29 00:00:00",0,1,0,0
"2010-12-30 00:00:00",7,2,0,79
"2010-12-31 00:00:00",0,6,0,0
"2011-01-01 00:00:00",0,1,0,0
"2011-01-02 00:00:00",3,3,0,16
"2011-01-03 00:00:00",0,1,0,0
"2011-01-04 00:00:00",3,4,0,20
"2011-01-05 00:00:00",0,4,0,0
"2011-01-06 00:00:00",0,6,0,12
"2011-01-07 00:00:00",0,2,0,0
"2011-01-08 00:00:00",1,0,0,8
"2011-01-09 00:00:00",0,4,0,0
"2011-01-10 00:00:00",3,7,0,25
"2011-01-11 00:00:00",0,6,0,0
"2011-01-12 00:00:00",2,2,0,28
"2011-01-13 00:00:00",0,6,0,0
"2011-01-14 00:00:00",1,5,0,20
"2011-01-15 00:00:00",0,3,0,0
"2011-01-16 00:00:00",0,5,0,25
"2011-01-17 00:00:00",0,4,0,0
"2011-01-18 00:00:00",0,4,0,13
"2011-01-19 00:00:00",0,3,0,0
"2011-01-20 00:00:00",1,5,0,10
"2011-01-21 00:00:00",0,6,0,0
"2011-01-22 00:00:00",4,3,0,15
"2011-01-23 00:00:00",0,3,0,0
"2011-01-24 00:00:00",2,5,0,18
"2011-01-25 00:00:00",0,2,0,0
"2011-01-26 00:00:00",0,4,0,28
"2011-01-27 00:00:00",0,7,0,0
"2011-01-28 00:00:00",3,2,0,16
"2011-01-29 00:00:00",0,3,0,0
"2011-01-30 00:00:00",4,5,0,15
"2011-01-31 00:00:00",0,7,0,0
"2011-02-01 00:00:00",2,8,0,11
"2011-02-02 00:00:00",0,3,0,0
"2011-02-03 00:00:00",3,10,0,24
"2011-02-04 00:00:00",0,3,0,0
"2011-02-05 00:00:00",3,5,0,16
"2011-02-06 00:00:00",0,7,0,0
"2011-02-07 00:00:00",2,1,0,10
"2011-02-08 00:00:00",0,8,0,0
"2011-02-09 00:00:00",0,8,0,19
"2011-02-10 00:00:00",0,4,0,0
"2011-02-11 00:00:00",1,5,0,23
"2011-02-12 00:00:00",0,4,0,0
"2011-02-13 00:00:00",2,4,0,15
"2011-02-14 00:00:00",0,3,0,0
"2011-02-15 00:00:00",4,5,0,15
"2011-02-16 00:00:00",0,2,0,0
"2011-02-17 00:00:00",0,3,0,17
"2011-02-18 00:00:00",0,9,0,0
"2011-02-19 00:00:00",4,10,0,16
"2011-02-20 00:00:00",0,47,0,0
"2011-02-21 00:00:00",1,30,0,12
"2011-02-22 00:00:00",0,6,0,0
"2011-02-23 00:00:00",3,12,0,24
"2011-02-24 00:00:00",0,11,0,0
"2011-02-25 00:00:00",2,7,0,21
"2011-02-26 00:00:00",0,11,0,0
"2011-02-27 00:00:00",3,14,0,14
"2011-02-28 00:00:00",0,4,0,0
"2011-03-01 00:00:00",1,7,0,11
"2011-03-02 00:00:00",0,7,0,0
"2011-03-03 00:00:00",3,4,0,18
"2011-03-04 00:00:00",0,8,0,0
"2011-03-05 00:00:00",4,7,0,27
"2011-03-06 00:00:00",0,13,0,0
"2011-03-07 00:00:00",4,7,0,12
"2011-03-08 00:00:00",0,7,0,0
"2011-03-09 00:00:00",3,4,0,5
"2011-03-10 00:00:00",0,17,0,0
"2011-03-11 00:00:00",2,51,0,16
"2011-03-12 00:00:00",0,18,0,0
"2011-03-13 00:00:00",4,10,0,10
"2011-03-14 00:00:00",0,16,0,0
"2011-03-15 00:00:00",4,5,0,6
"2011-03-16 00:00:00",0,4,0,0
"2011-03-17 00:00:00",1,7,0,7
"2011-03-18 00:00:00",0,2,0,0
"2011-03-19 00:00:00",2,24,0,8
"2011-03-20 00:00:00",0,16,0,0
"2011-03-21 00:00:00",3,7,0,10
"2011-03-22 00:00:00",0,3,0,0
"2011-03-23 00:00:00",6,7,0,20
"2011-03-24 00:00:00",0,9,0,0
"2011-03-25 00:00:00",1,4,0,6
"2011-03-26 00:00:00",0,9,0,0
"2011-03-27 00:00:00",0,8,0,13
"2011-03-28 00:00:00",0,15,0,0
"2011-03-29 00:00:00",6,52,0,8
"2011-03-30 00:00:00",0,36,0,0
"2011-03-31 00:00:00",5,80,0,10
"2011-04-01 00:00:00",0,24,0,0
"2011-04-02 00:00:00",4,18,0,23
"2011-04-03 00:00:00",0,10,0,0
"2011-04-04 00:00:00",1,6,0,16
"2011-04-05 00:00:00",0,7,0,0
"2011-04-06 00:00:00",2,11,0,18
"2011-04-07 00:00:00",0,3,0,0
"2011-04-08 00:00:00",2,7,0,17
"2011-04-09 00:00:00",0,4,0,0
"2011-04-10 00:00:00",5,9,0,9
"2011-04-11 00:00:00",0,7,0,0
"2011-04-12 00:00:00",2,2,0,20
"2011-04-13 00:00:00",0,10,0,0
"2011-04-14 00:00:00",3,4,0,17
"2011-04-15 00:00:00",0,5,0,0
"2011-04-16 00:00:00",3,3,0,12
"2011-04-17 00:00:00",0,2,0,0
"2011-04-18 00:00:00",2,4,0,8
"2011-04-19 00:00:00",0,7,0,0
"2011-04-20 00:00:00",3,11,0,13
"2011-04-21 00:00:00",0,9,0,0
"2011-04-22 00:00:00",5,3,0,14
"2011-04-23 00:00:00",0,8,0,0
"2011-04-24 00:00:00",3,4,0,7
"2011-04-25 00:00:00",0,11,0,0
"2011-04-26 00:00:00",4,11,0,8
"2011-04-27 00:00:00",0,8,0,0
"2011-04-28 00:00:00",2,3,0,5
"2011-04-29 00:00:00",0,5,0,0
"2011-04-30 00:00:00",2,19,0,19
"2011-05-01 00:00:00",0,14,0,0
"2011-05-02 00:00:00",3,8,0,22
"2011-05-03 00:00:00",0,4,0,0
"2011-05-04 00:00:00",1,5,0,17
"2011-05-05 00:00:00",0,10,0,0
"2011-05-06 00:00:00",1,3,0,13
"2011-05-07 00:00:00",0,7,0,0
"2011-05-08 00:00:00",1,1,0,19
"2011-05-09 00:00:00",0,7,0,0
"2011-05-10 00:00:00",5,6,0,13
"2011-05-11 00:00:00",0,5,0,0
"2011-05-12 00:00:00",1,6,0,16
"2011-05-13 00:00:00",0,7,0,0
"2011-05-14 00:00:00",1,7,0,12
"2011-05-15 00:00:00",0,3,0,0
"2011-05-16 00:00:00",1,1,0,16
"2011-05-17 00:00:00",0,4,0,0
"2011-05-18 00:00:00",2,9,0,14
"2011-05-19 00:00:00",0,8,0,0
"2011-05-20 00:00:00",1,4,0,19
"2011-05-21 00:00:00",0,6,0,0
"2011-05-22 00:00:00",2,7,0,15
"2011-05-23 00:00:00",0,13,0,0
"2011-05-24 00:00:00",2,6,0,13
"2011-05-25 00:00:00",0,52,0,0
"2011-05-26 00:00:00",4,39,0,10
"2011-05-27 00:00:00",0,28,0,0
"2011-05-28 00:00:00",4,7,0,13
"2011-05-29 00:00:00",0,11,0,0
"2011-05-30 00:00:00",3,11,0,9
"2011-05-31 00:00:00",0,10,0,0
"2011-06-01 00:00:00",1,10,0,22
"2011-06-02 00:00:00",0,12,0,0
"2011-06-03 00:00:00",1,17,0,10
"2011-06-04 00:00:00",0,10,0,0
"2011-06-05 00:00:00",0,18,0,8
"2011-06-06 00:00:00",0,12,0,0
"2011-06-07 00:00:00",3,26,0,14
"2011-06-08 00:00:00",0,17,0,0
"2011-06-09 00:00:00",1,8,0,11
"2011-06-10 00:00:00",0,1,0,0
"2011-06-11 00:00:00",4,5,0,11
"2011-06-12 00:00:00",0,6,0,0
"2011-06-13 00:00:00",5,7,0,16
"2011-06-14 00:00:00",0,5,0,0
"2011-06-15 00:00:00",2,7,0,15
"2011-06-16 00:00:00",0,5,0,0
"2011-06-17 00:00:00",5,7,0,9
