,Date,Joaquim Agostinho,Connie Meijer,Fabio Casartelli,Manuel Sanroma,Saúl Morales,Nicole Reinhart,Andrey Kivilev,Alessio Galletti,Isaac Gálvez,Bruno Neves,Wouter Weylandt,Junior Heffernan,Annefleur Kalvenhaar,Antoine Demoitié,Daan Myngheer,Gijs Verdick,Bahman Golbarnezhad,Mike Hall (cyclist),Michael Goolaerts,Robbert de Greef,Bjorg Lambrecht,Suleiman Kangangi,Gino Mäder,Antonio Martín,Néstor Mora,Hernán Patiño,Ricardo Otxoa,Lauri Aus,Amy Gillett,Frederiek Nolf,Zinaida Stahurskaya,Jure Robič,Carla Swart,Carly Hibberd,Víctor Cabedo,Iñaki Lejarreta,Burry Stander,Amy Dombroski,Kristof Goddaert,Kelly McGarry,Michele Scarponi,Jason Lowndes,Desiet Kidane,Marc Demeyer,Bert Oosterbosch,Stive Vermaut,Rob Goris,Joachim Halupczok,Vicente López Carril,Lieuwe Westra,Kelly Catlin,Chris Anker Sørensen,Davide Rebellin,Patricia Pepper,Adrián Babič,Germán Chaves,Tijl De Decker,Ethan Boyes,Arturo Grávalos,Tom Simpson,Juan Manuel Santisteban,Jean-Pierre Monseré,Stan Ockers,Richard Depoorter,Francisco Cepeda (cyclist),Ottavio Bottecchia
496,2009-05-11,0,0,153,0,0,0,0,0,26,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,,,,,,,172,0,0,0,0,0,0
497,2009-05-12,16,0,184,5,3,17,0,1,18,12,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,8,5,0,0,22,0,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,1,0,0,7,55,,,,,,,150,0,6,8,0,0,18
498,2009-05-13,0,0,93,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,,,,,,,143,0,0,0,0,0,0
499,2009-05-14,8,0,82,4,5,21,1,0,19,16,6,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,11,7,0,0,26,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,1,0,0,6,59,,,,,,,123,0,15,8,0,0,24
500,2009-05-15,0,0,76,0,0,0,0,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,,,,,,,148,0,0,0,0,0,0
501,2009-05-16,12,0,101,3,4,33,1,4,15,11,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,8,0,0,14,0,0,0,0,0,0,0,0,0,0,0,14,2,0,0,0,3,0,0,5,29,,,,,,,103,0,8,11,0,0,29
502,2009-05-17,0,0,159,0,0,0,0,0,24,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,,,,,,,137,0,0,0,0,0,0
503,2009-05-18,5,0,145,2,5,18,0,0,25,13,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,11,0,0,13,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,1,1,0,0,6,22,,,,,,,208,0,5,15,0,0,16
504,2009-05-19,0,0,155,0,0,0,0,0,42,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,,,,,,,174,0,0,0,0,0,0
505,2009-05-20,9,0,83,4,2,18,1,0,237,10,5,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,8,14,0,0,9,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,3,47,,,,,,,133,0,10,13,0,0,26
506,2009-05-21,0,0,152,0,0,0,0,0,32,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,,,,,,,119,0,0,0,0,0,0
507,2009-05-22,12,1,139,5,5,25,0,0,22,9,6,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,4,12,0,0,13,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,3,0,0,6,34,,,,,,,137,0,5,15,0,0,22
508,2009-05-23,0,0,673,0,0,0,0,0,15,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,,,,,,,103,0,0,0,0,0,0
509,2009-05-24,8,1,503,3,8,20,1,1,14,18,4,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,9,12,0,0,16,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,2,0,0,21,24,,,,,,,111,0,14,7,0,0,15
510,2009-05-25,0,0,302,0,0,0,0,0,15,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,,,,,,,152,0,0,0,0,0,0
511,2009-05-26,12,0,151,4,5,21,1,0,25,9,5,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,8,12,0,0,15,0,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,1,0,0,10,38,,,,,,,194,0,29,10,0,0,22
512,2009-05-27,0,0,115,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,,,,,,,187,0,0,0,0,0,0
513,2009-05-28,15,0,139,3,7,26,0,3,11,23,6,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,8,12,0,0,13,0,0,0,0,0,0,0,0,0,0,0,12,9,0,0,0,1,0,0,10,32,,,,,,,152,0,69,9,0,0,29
514,2009-05-29,0,0,116,0,0,0,0,0,23,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,,,,,,,170,0,0,0,0,0,0
515,2009-05-30,15,2,92,14,4,16,0,0,15,17,8,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,11,16,0,0,11,0,0,0,0,0,0,0,0,0,0,0,13,7,0,0,0,3,0,0,11,32,,,,,,,117,0,25,12,0,0,32
516,2009-05-31,0,0,94,0,0,0,0,0,12,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,,,,,,,130,0,0,0,0,0,0
517,2009-06-01,12,0,120,3,7,24,0,0,15,12,5,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,11,13,0,0,23,0,0,0,0,0,0,0,0,0,0,0,11,8,0,0,0,1,0,0,4,41,,,,,,,187,0,9,8,0,0,37
518,2009-06-02,0,0,147,0,0,0,0,0,27,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,,,,,,,158,0,0,0,0,0,0
519,2009-06-03,8,1,103,7,5,37,0,2,22,12,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,10,8,0,0,21,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,3,0,0,7,27,,,,,,,122,0,11,11,0,0,36
520,2009-06-04,0,0,97,0,0,0,0,0,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,,,,,,,151,0,0,0,0,0,0
521,2009-06-05,26,0,182,8,5,36,0,1,9,19,5,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,14,24,1,0,23,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,0,4,1,0,6,22,,,,,,,132,0,11,10,0,0,21
522,2009-06-06,0,0,107,0,0,0,0,0,25,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,,,,,,,83,0,0,0,0,0,0
523,2009-06-07,10,1,91,4,5,21,1,1,16,7,3,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,13,8,1,0,15,0,0,0,0,0,0,0,0,0,0,0,15,6,0,0,0,3,0,0,8,18,,,,,,,130,0,7,11,1,0,17
524,2009-06-08,0,0,101,0,0,0,0,0,12,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,,,,,,,115,0,0,0,0,0,0
525,2009-06-09,7,0,98,6,4,20,0,0,11,7,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,4,1,0,24,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,2,0,0,7,36,,,,,,,166,0,17,7,0,0,21
526,2009-06-10,0,0,89,0,0,0,0,0,11,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,28,,,,,,,121,0,0,0,0,0,0
527,2009-06-11,12,1,109,2,5,23,1,0,13,13,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,8,0,0,21,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,2,0,0,6,29,,,,,,,394,0,13,8,0,0,19
528,2009-06-12,0,0,95,0,0,0,0,0,24,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,,,,,,,340,0,0,0,0,0,0
529,2009-06-13,16,0,78,4,5,22,0,0,9,13,2,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,13,12,1,0,18,0,0,0,0,0,0,0,0,0,0,0,16,9,0,0,0,5,0,0,4,25,,,,,,,166,0,7,12,0,0,34
530,2009-06-14,0,0,101,0,0,0,0,0,11,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,,,,,,,174,0,0,0,0,0,0
531,2009-06-15,11,0,104,9,11,42,0,2,14,23,4,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,12,15,1,0,42,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,5,0,0,5,28,,,,,,,225,0,12,15,0,0,25
532,2009-06-16,0,0,128,0,0,0,0,0,20,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,,,,,,,195,0,0,0,0,0,0
533,2009-06-17,7,1,110,5,6,37,0,0,15,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,15,18,2,0,59,0,0,0,0,0,0,0,0,0,0,0,14,9,0,0,0,2,0,0,5,30,,,,,,,174,0,6,13,0,0,19
534,2009-06-18,0,0,98,0,0,0,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,,,,,,,210,0,0,0,0,0,0
535,2009-06-19,5,0,106,6,3,22,0,2,9,11,5,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,13,8,0,0,79,0,0,0,0,1,0,0,0,0,0,0,7,6,0,0,0,4,0,0,3,27,,,,,,,168,0,4,11,0,0,17
536,2009-06-20,0,0,63,0,0,0,0,0,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,,,,,,,135,0,0,0,0,0,0
537,2009-06-21,7,0,80,3,6,16,2,0,10,12,3,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,4,10,0,0,50,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,1,2,0,0,1,27,,,,,,,163,0,12,14,0,0,27
538,2009-06-22,0,0,125,0,0,0,0,0,17,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,,,,,,,209,0,0,0,0,0,0
539,2009-06-23,9,1,125,5,4,20,0,0,17,6,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,26,1,0,55,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,2,0,0,4,40,,,,,,,185,0,5,8,0,0,24
540,2009-06-24,0,0,112,0,0,0,0,0,20,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,246,0,0,0,0,0,0
541,2009-06-25,8,0,95,4,5,27,0,0,15,17,4,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,6,12,2,0,99,0,0,0,0,0,0,0,0,0,0,0,16,2,0,0,0,2,0,0,4,33,,,,,,,199,0,5,14,0,0,34
542,2009-06-26,0,0,92,0,0,0,0,0,22,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,,,,,,,219,0,0,0,0,0,0
543,2009-06-27,11,2,74,14,14,30,1,0,14,18,8,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,13,0,0,71,0,0,0,0,0,0,0,0,0,0,0,14,5,0,0,0,2,0,0,8,17,,,,,,,121,0,29,16,0,0,39
544,2009-06-28,0,0,180,0,0,0,0,0,23,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,,,,,,,177,0,0,0,0,0,0
545,2009-06-29,23,0,215,5,8,21,0,0,14,11,5,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,5,8,0,0,51,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,4,0,0,7,29,,,,,,,372,0,17,13,0,0,37
546,2009-06-30,0,0,217,0,0,0,0,0,19,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,,,,,,,242,0,0,0,0,0,0
547,2009-07-01,19,0,161,6,2,24,1,0,17,10,6,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,4,15,1,0,31,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,2,0,0,8,38,,,,,,,253,0,17,12,0,0,34
548,2009-07-02,0,0,182,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,,,,,,,368,0,0,0,0,0,0
549,2009-07-03,14,0,299,2,3,16,0,1,22,14,9,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,7,13,1,0,124,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,4,0,0,7,34,,,,,,,391,0,7,12,0,0,19
550,2009-07-04,0,0,625,0,0,0,0,0,38,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,,,,,,,479,0,0,0,0,0,0
551,2009-07-05,47,1,586,10,10,26,0,4,40,15,8,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,7,8,0,1,23,0,0,0,0,0,0,0,0,0,0,0,15,5,0,0,1,1,0,0,6,31,,,,,,,508,0,34,20,0,0,27
552,2009-07-06,0,0,953,0,0,0,0,0,57,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,,,,,,,764,0,0,0,0,0,0
553,2009-07-07,8,0,1544,5,9,25,0,1,67,6,4,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,13,10,0,0,48,0,0,0,0,0,0,0,0,0,0,0,11,6,0,0,1,8,0,0,5,71,,,,,,,848,0,14,16,0,0,17
554,2009-07-08,0,0,1316,0,0,0,0,0,71,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,,,,,,,775,0,0,0,0,0,0
555,2009-07-09,19,0,1666,4,3,17,0,0,71,8,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,7,17,2,0,18,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,3,2,0,6,80,,,,,,,754,0,22,13,0,0,22
556,2009-07-10,0,0,1362,0,0,0,0,0,47,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,,,,,,,791,0,0,0,0,0,0
557,2009-07-11,17,0,2367,8,10,34,0,0,49,20,3,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,9,12,0,0,17,0,0,0,0,0,0,0,0,0,0,0,11,12,0,0,0,4,0,0,7,56,,,,,,,648,0,189,15,0,0,17
558,2009-07-12,0,0,2650,0,0,0,0,0,84,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,,,,,,,750,0,0,0,0,0,0
559,2009-07-13,30,0,3429,7,5,36,1,1,89,23,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,12,17,0,0,22,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,2,1,0,0,3,82,,,,,,,1294,0,152,17,0,0,28
560,2009-07-14,0,0,1434,0,0,0,0,0,70,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,,,,,,,983,0,0,0,0,0,0
561,2009-07-15,25,0,1100,5,5,30,0,0,61,10,4,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,11,12,0,0,17,0,0,0,0,0,0,0,0,0,0,0,18,15,0,0,0,2,0,0,8,76,,,,,,,1118,0,76,13,0,0,22
562,2009-07-16,0,0,1125,0,0,0,0,0,53,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,86,,,,,,,902,0,0,0,0,0,0
563,2009-07-17,23,0,1222,4,8,30,0,0,55,12,7,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,7,14,1,0,23,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,7,0,0,2,58,,,,,,,818,0,26,13,0,0,29
564,2009-07-18,0,0,1173,0,0,0,0,0,76,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,,,,,,,656,0,0,0,0,0,0
565,2009-07-19,21,0,1363,9,11,22,0,0,95,15,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,11,38,0,0,16,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,2,0,0,3,81,,,,,,,832,0,17,16,0,0,32
566,2009-07-20,0,0,1102,0,0,0,0,0,68,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,,,,,,,861,0,0,0,0,0,0
567,2009-07-21,20,0,1653,0,2,22,0,0,103,10,5,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,8,11,0,0,15,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,3,0,0,7,72,,,,,,,1115,0,18,10,0,0,23
568,2009-07-22,0,0,1835,0,0,0,0,0,135,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,,,,,,,1166,0,0,0,0,0,0
569,2009-07-23,21,0,1544,6,7,33,0,1,101,12,4,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,8,14,4,0,29,0,0,0,0,0,0,0,0,0,0,0,22,7,0,0,0,3,0,0,14,110,,,,,,,1248,0,35,18,0,0,27
570,2009-07-24,0,0,1185,0,0,0,0,0,70,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,120,,,,,,,3397,0,0,0,0,0,0
571,2009-07-25,28,0,1423,10,10,29,1,1,92,20,7,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,10,10,2,0,12,0,0,0,0,0,0,0,0,0,0,0,22,6,0,0,0,1,0,0,6,98,,,,,,,6755,0,36,13,0,0,36
572,2009-07-26,0,0,1796,0,0,0,0,0,75,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,130,,,,,,,3203,0,0,0,0,0,0
573,2009-07-27,10,0,1839,3,4,20,0,0,74,14,9,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,12,10,0,0,22,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,9,1,0,11,136,,,,,,,2529,0,17,24,0,0,32
574,2009-07-28,0,0,964,0,0,0,0,0,57,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,,,,,,,917,0,0,0,0,0,0
575,2009-07-29,19,0,595,3,4,20,0,0,45,18,11,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,14,11,5,0,22,0,0,0,0,0,0,0,0,0,0,0,14,6,0,0,0,0,0,0,6,63,,,,,,,657,0,12,21,0,0,31
576,2009-07-30,0,0,328,0,0,0,0,0,22,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,,,,,,,419,0,0,0,0,0,0
577,2009-07-31,15,0,253,0,6,22,0,0,22,14,3,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,10,13,0,0,8,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,2,0,0,6,42,,,,,,,368,0,8,22,0,0,34
578,2009-08-01,0,0,190,0,0,0,0,0,15,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,,,,,,,234,0,0,0,0,0,0
579,2009-08-02,21,0,200,6,4,26,0,1,10,10,7,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,9,7,0,0,97,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,2,0,0,9,43,,,,,,,250,0,9,10,0,0,25
580,2009-08-03,0,0,163,0,0,0,0,0,27,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,42,,,,,,,267,0,0,0,0,0,0
581,2009-08-04,9,0,162,6,3,17,1,1,26,9,8,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,7,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,5,41,,,,,,,983,0,22,4,0,0,18
582,2009-08-05,0,0,144,0,0,0,0,0,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,,,,,,,272,0,0,0,0,0,0
583,2009-08-06,24,0,121,8,2,16,2,0,23,9,4,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,9,8,1,0,18,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,1,2,0,0,15,35,,,,,,,260,0,12,10,0,0,22
584,2009-08-07,0,0,123,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,,,,,,,245,0,0,0,0,0,0
585,2009-08-08,12,0,80,5,10,20,0,1,16,16,8,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,5,16,2,0,14,0,0,0,0,0,0,0,0,0,0,0,13,5,0,0,1,4,0,0,5,30,,,,,,,163,0,8,9,0,0,22
586,2009-08-09,0,0,119,0,0,0,0,0,16,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,,,,,,,171,0,0,0,0,0,0
587,2009-08-10,29,0,114,4,5,22,0,1,13,17,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,10,11,0,0,19,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,0,2,0,0,5,43,,,,,,,191,0,9,23,1,0,29
588,2009-08-11,0,0,116,0,0,0,0,0,14,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,,,,,,,205,0,0,0,0,0,0
589,2009-08-12,15,0,128,4,7,10,0,0,25,7,7,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,11,0,0,14,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,1,0,0,8,37,,,,,,,164,0,5,40,0,0,19
590,2009-08-13,0,0,116,0,0,0,0,0,13,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,,,,,,,144,0,0,0,0,0,0
591,2009-08-14,23,0,84,2,4,19,1,0,10,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,8,7,1,0,9,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,6,0,0,7,30,,,,,,,107,0,7,48,0,0,19
592,2009-08-15,0,0,102,0,0,0,0,0,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,,,,,,,119,0,0,0,0,0,0
593,2009-08-16,19,0,212,9,5,19,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,5,8,0,0,23,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,3,2,0,10,38,,,,,,,137,0,6,13,0,0,11
