,id,text,og_svm,mcad_svm,chatgpt_svm,flan_svm
193,4585,"And, last but not the least. That NRC issue is a political gimmick. No real action would be taken. No illegal immigrants are going to be deported. Go home.It's an AM : PM tiki taka !You are free to dance like a monkey, from either side.",0,1,0,0
194,1973,"@rajnathsingh Sir,pl don't bow to mad Mamta/TMC whims&amp;threats.Centre must go ahead&amp;deport all illegal migrants from all over India. India must not be made home to Muslim illegal migrants. Pl don't abt consequences.Entire India is with u in throwin",0,1,0,0
195,2400,A great teach-in from @HaringeyAR who shared techniques of community resistance with us all in ESOL tonight. Thank you! Remember you have the right to film any public officer— that includes police and immigration officers. https://t.co/djP1OCpNyC,1,1,0,0
196,3349,"When did Angela Merkel last said something ""hello germany/berlin/cologne/munich I LOVE YOU, THANK YOU!"" ?Oh. Never happened. She even threw away our country flag.Oh, and invited 2 billion of illegal aliens into our country, while other imigrants like turks, are already so toxic https://t.co/pR4Rc5AP1d",0,1,1,0
197,33045,"you're a hoe. stop trying to put another female down just because you wanna look ""funny"" for twitter. nooo you're a petty bitch.",1,1,1,1
198,7918,"@AGVFoundation @Twitter Thank you. Not all men are bad. In fact, this isn't just a 'man' problem. I've had women sa… https://t.co/uGc7mP6vNz",0,0,0,0
199,2497,Broward County Prison for Profit on premo Real Estate the Intracoastal Waterway is being PROTESTED. Who's profitings besides @marcorubio &amp;  @jeffsessions  https://t.co/oPg5ldqFVS,1,1,1,1
200,2667,#FridayMotivation #MAGA #BuildThatWall Barack Obama: We cant just put walls up all around America. Walls dont keep out threats like terrorism or disease.Reality:,1,1,1,1
201,31373,"Animals. Pure and simple. They are not to blame for where they were born or how they were raised but, as adult men who have escaped their homeland, they alone are responsible for how they act during each & every moment after crossing the border. Period. #sendthemback",0,0,0,0
202,33418,@A_Olives3 #BuildThatWall send her back hommeeeee! Hahaha,0,0,0,0
203,414,"The same Max Mosley who published a by-election leaflet saying: ""Coloured immigration threatens your children's health,""  https://t.co/5Uboz1LKdl",0,1,0,0
204,533,Glad they saved them. Glad they saved them on THAT side of the border!! #BuildThatWall #NeverVoteDemocratAgain,0,0,0,0
205,9032,"""With Playboi Carti saying """"don't care that pussy got some milage milage"""" and Lil Pump saying """"you're such a fucking hoe I love it""""2018 is the year for loving promiscuous women""",1,1,0,1
206,5674,@CarolineCatt you shouldn't be leaving your kitchen unattended #WomenSuck,1,1,1,1
207,7993,One man can teach you that not all men are the same ❤️😍🔐 https://t.co/ljbq9nOpUa,0,1,1,1
208,8574,@laurenduca Women as 'sacred' is the tell that Kelly views women thru a Madonna/whore lens (read: misogyny) - and he's racist to boot,0,0,0,0
209,2981,"Dems will not reach MAGAts with economic messages cause even tho they know they’re doing worse due to Trump mismanagement, they don’t care. They like his anti-immigrant rhetoric. Racists are dumb.  #TrumpDupedYou  #VelshiAndRuhle https://t.co/1LiBkcXUh7",1,1,1,1
210,33751,"They all made false statements that they were U.S. citizens- submitted fraudulent Social Security cards, driver's licenses and state ID cards - to their employers to take #jobs From LEGAL Workers #LaborDay #laborday #MAGA #SendThemHome #HireAmericans",0,1,0,0
211,8698,@DonCannon @DJDRAMA Ole fat neck ass nigha . Release the motherfucking song ... I’ve had it with you cunt holes,1,1,1,1
212,8954,@CNN And you dont even represent women for anything so stop talking and stay in the kitchen and cook and eat,0,0,0,0
213,31557,"My resting bitch face makes me look angry as fuck sometimes, whole time I'm happy af. And no bitch I don't want to smile.",1,1,1,1
214,30913,"Lil' bitch! You can't fuck with me if you wanted to! These is cheap, these is Walmart shoes! 😂😂😂",1,1,1,1
215,5580,"Bitches be like 'my man has never cheated on me' lol nah bitch, you're just too stupid to catch him",1,1,1,1
216,31817,i truly should've blocked carter when this bitch said orange juice and grape juice better than apple juice.,1,1,1,1
217,749,The #AmericanCommunists who live in our country want open borders.#DrainTheSwamp#StopTheInvasion https://t.co/VYuwzHiaFp,1,1,1,1
218,34271,364 Illegal Alien Arrests in Six-State ICE Raid@realDonaldTrump @ICEgov THANKS!#WalkAway-@TheDemocrats want to #AbolishICE?187 #IllegalAliens- are DANGEROUS ALREADY Convicted Felons!#PedoGate #RealNews#IStandWithICE #Trump#GreatAwakening #MAGA #KAG,1,1,1,1
219,6179,Lifers wouldn't rape this sour faced cunt https://t.co/gJFqR3afAP,1,1,0,0
220,32731,@PerroHOE Perro stop acting like I don't always chop u up Bitch,1,1,1,1
221,1237,@silverrich39 IT'S 'NICE' OF 'YOU' TO 'ADMIT' THAT '#Labour VOTERS' DO NOT HAVE ANY 'ID'I 'WONDER' WHY 'THAT' COULD 'BE'#refugeesNOTwelcome #Brexit #IllegalImmigration,1,1,0,0
222,5202,Soccer players go down more than my bitch on my dick,1,1,1,1
223,7732,"When you and your friends are discussing Instagram's great purge of 2016, wondering who's gonna be next https://t.co/me5ydanJ8a",1,1,1,1
224,33956,The Atlantic takes a close look at how programmes for refugees in America are changing for the worse under President Trump's administration. #USA #world #Refugees #RefugeesWelcome #refugeesNOTwelcome #symmitree #4change,1,1,1,1
225,31968,"Illegal Immigrants cited in theft of 39 million (39,000,000) Social Security Numbers they don't commit crimes, we are safer with illegal migration?#BuildTheWallNow#DeportThemAll #KeepAmericaSafe",0,1,0,0
226,7013,@AxAs23 @TeleFootball Stupid cunt chelsea have 3 starting player out long term,0,1,1,0
227,674,"The earth, rutted deep from hundreds of wheels, churned raw by thousands of hooves, bore witness to the recent passing of a large immigrant party—all save one battered wagon that sat alone.  ❈HANGTOWN CREEK❈  https://t.co/EoWDPfl86C  #ACTION #ADVENTURE  FREE on #KindleUnlimited https://t.co/vS4560Gy2G",1,1,0,0
228,4139,I vote for more checking at airports and before we allow immigrants into this country from certain areas of the... https://t.co/fqiclwGK64,0,0,0,0
229,6716,"@sfrantzman Maybe you guys haven’t heard of India? Google plz, world rape capital",1,1,1,1
230,31967,@WhoopiGoldberg The only thing 'stinky' is your breath. #AmericaFirst #BuildThatWall #SCOTUSKavanaugh and at least two will be appointed by @realDonaldTrump and there's nothing you can do about it.,0,0,0,0
231,8133,“They told her they had this hysterical—because I was—hysterical girl on the end of the line that needed to see... https://t.co/7v6b6GnKne,1,1,0,0
232,6373,"Blac Chyna is straight trash and an abomination to women everywhere. Don’t @ me cause I don’t care. Hoe responsibly, bitches.",1,1,1,1
233,30482,Illegal Alien Sex Offender Has Raped Another Child In North Carolina is he not in prison or why hasn't he been deported?This is unacceptable in so many different ways.#BuildTheWall#DeportThemAll #KeepAmericaSafe,1,1,1,1
234,6921,Wild how amazed Spanish folk get when you eat 2 mains and a dessert by yourself yet back home you'd just get called a fat kunt,1,1,1,1
235,30724,"you a gay ass bitch who seeks attention, STOP! I knew ever since you gonna switch up on me... I guess you did FUCKING SNAKE ASS HOE!",1,1,1,1
236,30228,"2. ""Ya so the guys from yesterday who were harassing the lifeguards are  and theyrecalling *unnamed lifeguard* a cunt, bitch, etc...""...",1,1,1,1
237,33634,@ChrisCh31922158 @The_Trump_Train @realDonaldTrump Don't be such a shill. #WalkAwayFromDemocrats #DemocratsHateAmerica #GodBlessPOTUSTrump #GodBlessFLOTUSMelania #GodBlessAmerica #KeepAmericaGreat #Trump2020 #Winning #BuildThatWall #USA,1,1,0,1
238,7311,When your head game is fire as fuck https://t.co/obkRw8NV6p,1,1,1,1
239,4878,Correct me if I'm wrong but don't all you bitches wanna be mermaids? How come no stink on social media for the mermaid emoji then?,0,0,1,1
240,31580,@delayedspeech @BehrouzBoochani Australia needs to do nothing of the sort. #sendthemback,1,1,1,1
241,5514,@hezzzzah why? So you can look like a trashy mess? #WomenSuck,1,1,1,1
242,2998,https://t.co/P8T606EeLQ  Oh but of course the White South Africans who work and have money of their own can't come to America - we're busy replacing the White population - JUST LIKE IT WAS DONE IN S. AFRICA   WHO HATES WHITE PEOPLE In U-S-A? Who's doing this? Not White ppl!!,0,0,1,0
243,1564,"Cry baby Hollywood Dems Anti-Trump celebs too poor to run as a Mayor to show everyone they can be better politicians than him. Comments? @30SECONDSTOMARS no no no no new war under Trump, Europe is still handling the refugees from Obama's wars. Hi Ohio! @JohnKasich weekend feels",1,1,1,1
244,7671,How I feel when I buy a round of shots https://t.co/lrYT4GqRHD,1,1,0,1
245,32456,#ConfirmJudgeKavanaugh@TheDemocrats @DNC party of #Obama #Obstructionists @CNN #Soros #Liers #Violence #Hate #Hypocrisy #Socialists MS-13 #KKK #IllegalAliens #Drugs #ANTIFA #Resist@realDonaldTrump @SenTinaSmith @BettyMcCollum04 @amyklobuchar @CoryBooker#WalkAway #2ADefenders,1,1,1,1
246,5962,@AmericanHotLips @DHSgov @FBI @Alyssa_Milano Skank you are already in the streets. Make my money whore.,0,1,1,0
247,8748,How is it that no law enforcement entity finds it odd that you can leave the WH dead broke and then buy your Skank daughter a $10 million apartment and pay for a $3 million wedding. Have the Clintons ever gone back to Haiti??? #maga #tcot,0,0,0,0
248,8923,lol. men refer to rape allegations as 'witch hunts' when the real witch hunts = brutal violence meted out to women + racialized populations,0,0,0,0
249,31421,The latest Immigration-News! Thanks to @SandyHershelman @HectorVote @umasalam #immigration #illegalaliens,0,1,0,0
250,6689,Remind me what I pay NI for. And what the fuck have you done with our money cunt? https://t.co/OGyzE5SxrO,1,1,1,1
251,6710,@whvholst Do you even see ECC RAM on their website? Because I don't.,0,0,1,1
252,30022,"He said ""I can't fuck your bitch, but I can tie my shoes.""😢😢",1,1,1,1
253,33021,"hoes kill me wit thinking it's automatic beef cause we fucked wit the same nigga, bitch idgaf about you and i def had his head fucked up",1,1,1,1
254,6406,@Tahshaun1738 Bitch Biggs ass hole,1,1,1,1
255,4778,what the fuck 😔😔😔😳😳😳 Travis your a dumb ass bitch Kylie i still love yah girl btw 💕💕😩,1,1,1,1
256,6673,"Rene Lavice, Jareth - Let You Go (Ram) #DrumnBass https://t.co/P4OW8uqtu6",1,1,1,1
257,3414,#Russia allocates $10mn to UN agency for Palestine refugees... https://t.co/mxUawozBHs https://t.co/3o6o007GPd,1,1,0,0
258,32607,"Hoes will be hoes, bitches will be bitches, and Eryka will be mothafuckin' ERYKA! Thank you bitch!",0,1,0,0
259,6462,@HanSimpkin Wait till you've got gin tomorrow you won't have it then cock,1,1,1,1
260,34337,to the asshole who was speeding & hit my cat this morning: you're a dick and i hate you and karma is coming for your bitch ass !,1,1,1,1
261,8675,"If any woman is a victim of sexual assault I pray you read the #metoo timeline, having an ex who was a victim of rape tell me she was and",0,1,0,0
262,3528,"This guy is a lawyer and he is proud that he ""helps aliens become Americans ON PAPER""No assimilation, just on paper. #BuildTheWall #BuildThatWall #BuildTheDamnWall #StopOverdoses #Immigration should be for people who want to be #Americans#AmericaFirst",1,1,0,1
263,31174,"To whoever stole £60 of my birthday money out of my room, you are a bitch and you're not allowed round again☺️🖕",1,1,1,1
264,7334,FFS!! That sounds as good as his grammar 🌚 https://t.co/XRG0g33u5x,1,1,1,1
265,7108,Show your support. Subscribe by RSS. Men's rights advocates are growing! #jobsreport #BringingBacktheSunshine http://t.co/6n4V9kBtya,1,1,1,1
266,844,"Over 14,000 migrants stopped from reaching #Europe illegally, Turkish coast guard says https://t.co/6nDWCpupNq",1,1,0,0
267,4403,"Democrats claim I need more diversity and hate immigrants. My immigrant friends from Ukraine, Belarus and Cuba all say Democrats promote the socialism  that they immigrated  to escape. Hmmm. Who knows best?  Survivors of socialism or the people who openly hate me and my country?",1,1,1,1
268,3927,@KTHopkins @sdriks @georgesoros Told you @Pontifex in this on THE HIGHEST LEVELS #Stopimmigration #Europe #USA,1,1,1,1
269,32325,Shoot her 😂😂 bitch get out my house tf wrong with you hoe https://t.co/VaObpEwreO,1,1,1,1
270,5365,@PopCrave He can choke and so does his bitch hoe,1,1,1,1
271,34177,"The more we learn about the activities of the noble illegal aliens who are just trying to make a better life, the more we see that crossing the border illegally is only the beginning of their lawlessness in the US. #BuildThatWall",0,0,0,0
272,30969,The elderly folk of Britain grateful they will soon be gone really does signal the end. #StopImmigration #BanIslam #GetBritainBack,0,0,0,0
273,504,Greece: Search and rescue operation for migrant boat https://t.co/iv3meIVRD5,1,1,0,0
274,8472,I believe the problem with the #NotAllMen argument is that although yes not all men disrespect women -,0,0,0,0
275,3688,@realDonaldTrump @POTUS Keep up the amazing work #MAGA #BuildTheWall #NoDACA,1,1,1,1
276,2813,"Despite Pakistan was created on religious basis, a large number of Indian Muslims showed their reluctance for Pakistan and stayed back to thenown home in India. The Muslim refugees from Northern India who... https://t.co/oS1HP9cNH5",0,1,0,0
277,3119,"In a conservative Northern California county, a team of Mexican immigrants helps battle the Carr fire https://t.co/zcwRRYHLIG",1,1,0,1
278,9075,"@SenKamalaHarris @maddow Is there a more stupid person in congress than dipshit Harris? This woman fd Willie Brown, thats gross. Total skank with the intelligence of a pollywog.",1,1,1,1
279,33536,@giannallis BITCH I LOVE YOU WITH MY WHOLE HEART UR MY FAVE PERSON EVER THANK U ❤️,1,1,1,1
280,8962,@AnnCoulter Ann Coulter winning most hysterical woman WATCHING the Kavanaugh hearings.,0,0,0,0
281,6124,"Putting women on pedestals, Gen Kelly, is why women are abused. We don't fall neatly into the madonna/whore categories. We're people FFS.",0,0,0,0
282,3700,Good this makes it a safe country ðŸ‘_x008d_ immigrants can now go home ðŸ_x008f_ ðŸ‘‹ðŸ_x008f_»ðŸ‘‹ðŸ_x008f_»ðŸ‘‹ðŸ_x008f_»ðŸ‘‹ðŸ_x008f_»ðŸ‘‹ðŸ_x008f_»ðŸ‘‹ðŸ_x008f_» https://t.co/199KxD98bR,1,1,1,1
283,1319,Could the migration crisis finish the EU? https://t.co/bE6R4qSe0b,1,1,1,1
284,1068,"There’s this weird push for people to “take a leap” &amp; start a business, no matter what. Pls. People have bills, commitments, families to worry about. Most people don’t have a safety net to fall back on. Take the leap when you can. Don’t be rushed bc it’s the in thing.",1,0,0,1
285,2282,Italian Interior Minister wants more babies and fewer migrants as the country’s tradition... https://t.co/oD95Venoq2 https://t.co/KwfmLjvp0M,1,1,1,0
286,30433,21 savage: You put a ring on that bitch and she a freak hoe     Also 21 Savage: https://t.co/lbyeiac96s,1,1,1,0
287,31809,We must Remove the Tens of Millions of Invasive Parasites!!We must End this Long Going Nightmare!!#DeportThemAll #FoxNews #MAGA #AmericaFirst@realDonaldTrump @mike_pence @USAGSessions @SecNielsen @RepMarkMeadows @Jim_Jordan @replouiegohmert @RepGosar,0,1,0,0
288,4115,World Bank ease of doing business ranking jump by India to 100th spot would have been greater; here’s why https://t.co/uUfPi1plJj,1,1,1,1
289,8018,@F1abraham You are a horrible skank that needed to be fired years ago 👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾 @Viacom you totally roc… https://t.co/cIDV20sBai,1,1,1,1
290,31503,#BuildThatWall #fbicorruption needs to stop trying to keep hillary and Obama out of jail and do their jobs.,0,0,1,0
291,32436,These bitches want you to bring something to the table... that other hoes are sittin at    Bitch.. i dnt do team meetings,1,1,1,1
292,2851,"“If this is your definition of journalism, then don’t be suprised when people call you a racially obsessed tabloid, with no ethics” https://t.co/WYAF4ZR3vt #StopFundingHate",0,1,0,0
293,4618,@RealJamesWoods This is ridiculous #BuildThatWall #VoteOutTheDems #MAGA,1,1,1,1
294,6070,@FoxNews Don’t trust this lying bitch let’s see if any of the other nude women in the lineup come forward she’ll do… https://t.co/KrpL0mPkSL,0,1,0,0
295,7377,Right?! It's really all I live for https://t.co/lnOKBoiIOc,1,1,1,1
296,4906,@MorinBois I know fucker bitch i rode with you one time remember cunt whore? Never again will i fuck around with the fuck around 😂😂,1,1,1,1
297,8952,"Oh good, its that time of year when women bitch about men watching football why is this a thing? Why dont you shut the fuck up and enjoy the game? k bye",0,1,0,1
298,32394,#Refugees go home,0,0,0,0
299,4813,Thots be like 'OMG she's such a slut' #FirstofAll didn't you fuck the whole football team???,1,1,1,1
300,6875,@azizdjamel161 Rape comes in many different forms. In the Muslim world women are blamed if they are raped and are blamed if they're not dressed modestly.,0,1,0,0
301,8928,"@ccalii__ Facts! like bitch stfu & sit in the corner hoe. Catch a fit in the corner, facing the wall",1,1,1,1
302,33094,DROP THAT UGLY SOUNDCLOUD BUM ASS NIGGA ALREADY LET HIS HOES LURK BITCH THEY AINT GOT SHIT ON YOU https://t.co/onN4h9Jmyq,1,1,1,1
303,8350,@crescent1023 @PaulieVerity @PartyTimeMentat Look its simple. Women talk about rape in #metoo & you say not all men… https://t.co/6JpLKLfz8e,0,0,0,0
304,7253,Coworker- good morning! Me- https://t.co/zzcaMgpuJs,1,1,1,1
305,7471,Friend- you really need to chill on the drinking and sleeping around Me- https://t.co/SfPfJxhYzd,1,1,1,1
306,32038,"Shakespeare was really wildin' back in the days, calling everyone & everything a cunt    bitch same tf",1,1,1,0
307,2383,"In addition to the vast problems coming across our open border, 1 RARELY mentioned = drug resistant diseases. TB, superbugs or exotic diseases few Americans have a resistance to. #HouseGOP @SenateGOP @GOP @GOPChairwoman @KellyannePolls @Jim_Jordan #BuildTheWall #BuildThatWall",1,1,0,0
308,30147,Another DREAMER living the DREAM.Gunman in Cincinnati bank shooting that killed 3 identified as 29-year-old Ohio resident - ABC News - via @ABC #NoAmnesty #MAGA #TheWall #EndDACA #Kavanaugh #MorningJoe,0,1,0,1
309,34040,The next person to call me a fat bitch or a fat cunt is getting their fucking teeth knocked down their throat .. I am not the one ‼️😊,1,1,1,1
310,2721,@STVNews Sturgeon revels in the EU vote the moment immigration is ignored you will not be in power Scotland has not been it with it so far,0,0,0,0
311,32346,I'm glad I have friends who call each other queens and goddesses not bitch or whore.     #goalsreached,0,0,0,0
312,32113,"Happy Birthday Elise McwhoreMick😉 You're such a bad bitch & ily with all my heart. You're so fun & crazy, it's alwa… https://t.co/OHuhfcxO0m",1,1,1,1
313,695,Building Resilience Through Farming in Kenya https://t.co/TRaZQJuH3a #WithRefugees #Kakuma via @drckenya @UNHCR_Kenya @RCKDirector @refugeeaffairs @imaana102,1,1,0,1
314,8982,5 Tunisians try to rape Lampedusa woman (3) - Manages to send them packing https://t.co/uLSaatIVAL,0,1,0,0
315,7849,@GenJohnFKelly @realDonaldTrump @bpolitics Fckin clown. You clearly haven't a fckin clue how economics works. Fckin inbred kunt.,1,1,1,1
316,32913,"@realDonaldTrump @FoxNews @GreggJarrettNot sure about everything Congressman Sasse says here. I agree Washington is broken, bc Trump ran on #BuildThatWall but cannot get Republicans to get it done, much less bipartisan support!!",1,1,1,1
317,33988,When u give a hoe a compliment and the bitch don't say thank you 🙄 I HATE THAT SHIT like who raised u?,1,1,1,1
318,3256,"ABOVEGROUND THE MESSAGE IS CLEAR.  This truck parked near the Arby’s at Northtowne &amp; Morse Rd. about 1/4 mile from a Somali mosque. This is an immigrant, migrant and refugee (New American) community on the Northside of #ColumbusOHIO https://t.co/wgr8KOE2Ti",0,1,0,0
319,5723,"Don't get offended ladies, men are always right",0,0,0,0
320,4166,Marc Gasol volunteering aboard migrant rescue boat https://t.co/4uKLIoDc1p https://t.co/FntoGtR6Ox,1,1,1,0
321,30056,@JoshCh_1 @CashNastyGaming @iiShoelace Dude your not showing your face so why should I bitch,1,1,1,1
322,7883,"@eggloli I'd curse the person who called them a slut, call them a cunt and tell them to leave them alone.",0,1,1,0
323,31913,Tia Blue a Baltimore City DSS administrator is a whore and a bitch.,0,1,1,0
324,1379,Those of us who lived through the attack on the World Trade Center (WTC) can never see the Islamic threat as anything but real.  Would it have made sense to have invited the immigration of Japanese after the attack on Pearl Harbor?&amp;nbs... https://t.co/KCxr8ActhF,0,0,0,0
325,31908,what you want me to smack the bitch or clap back on Twitter? Captain Save a Hoe headass foh and @ me if you got som… https://t.co/Hpnv94DB6A,1,1,1,1
326,5895,@TrumpGuyTV That bitch is the Godmother of PERVERSION! Crooked Hillary is like the Ugly Old Slut of the wild west that opens the Whorehouse!,1,1,1,1
327,31679,@SamiaHaque bitch shut the fuck up ... ur fuckin nawaz whore,1,1,1,1
328,30127,Arrest them and DEPORT THEM ALL!!!!#BuildThatWall,0,1,0,0
329,34186,Bitch I hate you cause you beat women. https://t.co/3vzcXD0NWe,1,1,1,1
330,30314,"@b3ky Women who are comfortable using the word ""cunt"" 😈",1,1,0,1
331,2551,How Europe’s panic over migration and terrorism is a big opportunity for Africa https://t.co/fOOJhOHC0v,1,1,1,1
332,5908,@TheRealPerceeP post telling how you love hooking up with a filthy slut so you and that whore joke about her man(I… https://t.co/yq6CxkKH0I,0,1,1,0
333,30734,I'm rewatching Breaking Bad & I could see why I hated this bitch the first time I watched this show; Skyler is such a cunt & a fake as wife,1,1,1,1
334,3522,"https://t.co/wqv2fgrx83EU states must defy UN-EU “rules” that hold them hostage regarding deportation, denying entry &amp; self-defence.Spain an abomination as migrants, smugglers, NGOs and mafia determine events.Time for PushBack now, UN-EU can do little about it.#Visegrad #V4.",0,1,0,0
335,3614,"Time for #Bangladesh to recognize plight of #refugees will be protracted. ""Having over 700,000 #Rohingya living in makeshift shelters without an evacuation plan in case of a typhoon is just asking for a catastrophe"" says @hrw https://t.co/ZJ946wpRRt #Myanmar #Burma #Rakhine",0,1,0,0
336,8176,When your girl tryna be slick and get the password to your phone https://t.co/CdJdo1ZmM6,1,1,1,1
337,4823,Where's this bitch Gloria Steinem in all this abuse against women https://t.co/bqvRYNXoMC,1,1,1,1
338,1491,The blue wave is coming if we don't build that damn wall. #BuildThatWall & #MAGA,0,1,1,0
339,8272,The Swollen Cunt Of A Blonde Woman Troop Commander https://t.co/IBR4LbBOvq,1,1,0,0
340,1819,"Church Takes Stand Against Trump's Immigration Policy in the Most Foul, Disgusting Way https://t.co/iL4BkLnGFc via @FlagandC  This is a cult,not a church.More useful fools...",1,0,0,1
341,4752,Ill kill the bitch (chloe) when your not home — Idgaf if you’re kidding bitch I’ll report your ass ... https://t.co/GlBx3SroY0,1,1,1,1
342,5602,after nearly 2 years this bitch came back to our home only to be hysterical. when will this bitch get hit by a raging bus????,0,1,1,0
343,3383,Frustration and heartbreak as migrant parents look for kids https://t.co/1dMv02jUqm,1,1,1,1
344,30219,"@BLACCHYNA Your such a bitch,you Leach off of nigga and ik u are probably not gonna read this probably because your sucking dick u whore",1,1,1,1
345,3367,@alessabocchi @vdare @RollingStoneita Immigration in a picturehttps://t.co/bNRq7N7Oj3,0,1,0,0
346,2605,"Again, and again, and again! This must end! #BuildThatWall @POTUS",1,1,1,1
347,32507,"#BuildThatWall and call them what they are: ILLEGAL ALIENS Suspects, victim in Sanilac County homicide are undocumented immigrants",0,1,0,0
348,4665,Some of the results of recent EU #migration policy excellently unpacked by @Eric_Reidy. No sustainable solutions in sight. https://t.co/8OlV9tmJ1B,1,1,0,0
349,30413,im not a fan of puma shoes but BITCH I WANT A PUMA SHOES . by bts .,0,1,0,0
350,34300,"@rizzhoe @tracyflicks My man out here like ""bitch we can't ban the homeless from public places."" https://t.co/Tbv9lyXCTs",1,1,1,1
351,2970,Boris Johnson Mustafa Kamal grandson of Turkish Muslim immigrant. https://t.co/saeQ4ZKrV7,1,1,1,1
352,778,Watch: Muslim immigrant in Italy stopped his car on a highway to pray to Allah - Free Speech Time - https://t.co/fZh4Lnx5d5 @ISupport_Israel,0,1,0,0
353,267,"Join @survivepunish for a teach-in about surviving violence, ICE and the experiences of criminalized immigrant survivors this Thursday in SF https://t.co/zeTEn27F73 https://t.co/M3UKVv0j55",1,1,0,1
354,2097,To help them go home? https://t.co/yn72lJKzHm,0,0,0,0
355,237,Border Ranchers Shock MSNBC With Facts On Illegal Immigration https://t.co/v3YTvUAabS via @dailycaller,0,1,0,0
356,33117,My mom said when I did she call dibs on my shoes bitch why you thinking about your child's death tf 😂😭,1,1,1,1
357,30297,@JournalsCunt BITCH DONT TEST ME,1,1,1,1
358,1086,Corbyn Ready To Take Over Task Of Negotiating Brexit https://t.co/KDSoEU9L9E,0,1,0,1
359,4856,Why aren't women marching on the streets demanding the #draft for all women? Men know the answer. Women are lazy. http://t.co/6n4V9kBtya,0,0,0,0
360,30596,fucking dumbass fucking bitch fucking dumbass whore,1,1,1,1
361,31955,@DVATW @AnnCoulter You have lost your country #stoptheinvasion,1,1,1,0
362,1122,We have to demand justice and mercy for immigrants. It is unacceptable that anyone would die in detention. Congress has to act now with welcome and compassion. https://t.co/XBKvapKSOO,0,0,0,0
363,8540,It sounds so ugly to hear a female talk about another female claiming she’s a “slut or whore” like bitch it ain’t yo pussy why u worried for,1,1,1,1
364,33986,"Democrats are the party of hatred. They can only spew hatred and lies. Democrats have no business trying to lead a country with hatred. Trump has encouraged prosperity for all Americans, giving us an attitude of gratitude!#MAGA #KAG #POTUS #TrumpTrain #VoteRed #NoDACA #USA",1,0,1,1
365,2517,Hundreds of Syrian refugees return home from Lebanon https://t.co/0oj6s72uIB https://t.co/hndZAXNvAh,0,1,0,0
366,31485,"i listened to the whole album and cried like a bitch this shit is fucking beautiful, Lana did it again #LustForLife",1,1,1,1
367,31906,"@patriot_gay The magic wand? Choice! O chose NOT TO help us, POTUS TRUMP chose TO help us. ITS THE ECONOMY STUPID! #MAGA #NoDACA #howdoyoulikeusnow",0,0,0,0
368,34413,“bitch you been a hoe since the womb”,1,1,1,1
369,2506,"The separation of powers is as American as apple pie (which is not American in origin lolol). However, all this anti-immigrant attitude that hides behind nationalism is pretty American in nature considering USA has always put laws against immigrant pops. since early 1800s. https://t.co/yXsUZ6ZUyD",1,1,0,0
370,2559,@foxnation @StumpforTrump - hey @SpeakerRyan @SenateMajLdr @SenateGOP we the people still insist on the WALL & #endDACA #endillegalimmigration & stop low wage programs & #supportEverify!!!!,1,1,0,0
371,8458,As usual the skank democrats lie and make it up to cover their evil ass. We r so looking forward to the public hanging.”swing you bastards!”,1,1,1,1
372,5949,@MSNBC U people @MSNBC r pos. liars. More fake news. U should offer 5 women to Obama. w that skank wife he has he would take the offer.,1,1,1,1
373,1661,Germany's BAMF migration office warns against fake employees https://t.co/4bHev8hgLT,1,1,1,1
374,32498,@RealJamesWoods Yet calling President Trump and Republicans nazi's is fine! #IllegalAliens,1,1,1,1
375,3483,CONSEQUENCES OF THE 1929 JEW'S KALERGI PLAN: WARS FOR israHELL Drive Mass Immigration into Europe https://t.co/hDfVGm1UIo via @YouTube,0,1,0,0
376,977,Sweden: Four African migrants rape disabled woman vaginally and anally https://t.co/bff0kJsi83,0,1,0,0
377,8598,@MyP_Chicago @latinovictoryus @EdWGillespie This kunt is from Chicago too you know that right? Another Alinsky foll… https://t.co/ESJ2KQe2sX,1,1,1,1
378,5957,@LoveHipHopVH1 Musika you are a awful person. You or Skank want to be ugly ho I don't know what the fuck you're wearing #LHHHReunion,1,1,1,1
379,229,Could you open up your home to refugees in need? https://t.co/0F2rzmYCSw,0,1,0,0
380,6310,"Big game today, jets gang bitch hoe",1,1,1,1
381,31066,"@champagne_lassi But I have seen girls accepting terms like bitch, hoe so casually.... I feel ashamed myself, where has respect gone",1,1,0,1
382,2107,"This should be every country. They come here seeking asylum, better life then become a burden to our financials system and criminal system. Why do we allow this. #DeportThemAll. No respect for #America. @realDonaldTrump #BuildThatWall #MAGA #PatriotsUnited #ApologyTourIsOver",0,1,0,0
383,30659,Tagged me bff in a meme today and she decided she'd be a bitch bout it cant believe the wee cunt would do somethin… https://t.co/LDlyfHt1Ur,1,1,1,1
384,7691,@themeredith 💀💀💀,0,1,0,0
385,30025,@__becca0829 @SaraySaray1996 sorry the only hoe here is you i been called your hands you scary ass bitch.,1,1,1,1
386,33521,@RealJamesWoods So Twitter opposes the term #IllegalAliens but allows this from verified accounts. Makes sense.,0,1,1,0
387,31000,If i see and know you a hoe why would i hit you back up lol this bitch got a new nigga in her snap every day c'mon now females in GA WILD! 😂,1,1,1,1
388,5693,@PennyRed @TIME This is not rape culture for fucks sake. It’s literally just a scumbag taking advantage of their position. Nothing new under the sun.,0,1,0,0
