,id,text,class,chatGPT_few_default_1,chatGPT_few_default_2,chatGPT_zero_default_1,chatGPT_zero_default_2,chatGPT_zero_specific_1,chatGPT_zero_specific_2,chatGPT_few_specific_1,chatGPT_few_specific_2,chatGPT_counterfactual_default_1,chatGPT_counterfactual_default_2,chatGPT_counterfactual_specific_1,chatGPT_counterfactual_specific_2,id_y,class_y,flan_xl_few_default_1,flan_xl_few_default_2,flan_xl_few_default_3,flan_xl_zero_default_1,flan_xl_zero_default_2,flan_xl_zero_default_3,flan_xl_zero_specific_1,flan_xl_zero_specific_2,flan_xl_zero_specific_3,flan_xl_few_specific_1,flan_xl_few_specific_2,flan_xl_few_specific_3,flan_xl_counterfactual_default_1,flan_xl_counterfactual_default_2,flan_xl_counterfactual_default_3,flan_xl_counterfactual_specific_1,flan_xl_counterfactual_specific_2,flan_xl_counterfactual_specific_3
42,"5189    5189
2176    2176
5948    5948
2451    2451
3445    3445
        ... 
6491    6491
344      344
6139    6139
142      142
6381    6381
Name: id, Length: 61, dtype: int64","Except for a reversal on position of DACA, except Trump's properties are among the employers taking advantage of illegal immigrants, except Trump lowered the number of refugees the US will accept.  But, yeah, pretty much the same.",0,0,0,0,0,0,0,0,0,1,1,0,1,"2969    2969
6429    6429
2599    2599
4304    4304
6446    6446
        ... 
951      951
6830    6830
236      236
1956    1956
515      515
Name: id, Length: 500, dtype: int64",not hate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,"5189    5189
2176    2176
5948    5948
2451    2451
3445    3445
        ... 
6491    6491
344      344
6139    6139
142      142
6381    6381
Name: id, Length: 61, dtype: int64",The #douchebag of social media has greatly struck #again! https://t.co/zGlM9sNMKY,0,3,0,0,1,1,1,0,0,1,1,1,1,"2969    2969
6429    6429
2599    2599
4304    4304
6446    6446
        ... 
951      951
6830    6830
236      236
1956    1956
515      515
Name: id, Length: 500, dtype: int64",not hate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,"5189    5189
2176    2176
5948    5948
2451    2451
3445    3445
        ... 
6491    6491
344      344
6139    6139
142      142
6381    6381
Name: id, Length: 61, dtype: int64","West Bengal: State Health Department bus carrying representatives of doctors scheduled to meet CM Mamata Banerjee in Nabanna, today. ",0,0,3,0,0,0,0,0,0,0,0,0,0,"2969    2969
6429    6429
2599    2599
4304    4304
6446    6446
        ... 
951      951
6830    6830
236      236
1956    1956
515      515
Name: id, Length: 500, dtype: int64",not hate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"5189    5189
2176    2176
5948    5948
2451    2451
3445    3445
        ... 
6491    6491
344      344
6139    6139
142      142
6381    6381
Name: id, Length: 61, dtype: int64",Mr Johnson Don’t forget about us across the Pond . PM Modi is looking forward to working with you . Brexit will bring a new era of Deep cooperation between India and Great Britain. ,0,0,0,0,0,0,0,0,0,0,0,0,0,"2969    2969
6429    6429
2599    2599
4304    4304
6446    6446
        ... 
951      951
6830    6830
236      236
1956    1956
515      515
Name: id, Length: 500, dtype: int64",not hate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,"5189    5189
2176    2176
5948    5948
2451    2451
3445    3445
        ... 
6491    6491
344      344
6139    6139
142      142
6381    6381
Name: id, Length: 61, dtype: int64","Kid on a bike cycling down the road towards me, decides to try show off by taking his cap off, twirling it and catching it. Only he dropped it and fell off his bike a foot away from me.    #Dickhead.",0,0,0,0,0,0,0,0,0,0,0,1,1,"2969    2969
6429    6429
2599    2599
4304    4304
6446    6446
        ... 
951      951
6830    6830
236      236
1956    1956
515      515
Name: id, Length: 500, dtype: int64",not hate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,"6000    6000
1797    1797
3192    3192
4178    4178
1383    1383
5926    5926
1998    1998
6641    6641
5042    5042
3026    3026
3240    3240
1936    1936
4830    4830
3757    3757
1424    1424
411      411
6056    6056
5298    5298
4187    4187
4052    4052
6478    6478
2650    2650
2574    2574
5229    5229
5216    5216
6942    6942
772      772
2359    2359
2336    2336
1849    1849
3074    3074
4555    4555
3727    3727
1231    1231
444      444
1115    1115
3265    3265
6545    6545
4334    4334
628      628
4253    4253
2820    2820
5071    5071
1654    1654
1706    1706
2990    2990
6040    6040
945      945
6491    6491
344      344
6139    6139
142      142
6381    6381
Name: id, dtype: int64","@hd_kumaraswamy @RahulGandhi @ArvindKejriwal @trspartyonline @SitaramYechury @MamataBanerji Unfortunate political devpt in India Dissolve all parties including INC. HDD, Sonia, 2Sharadjis, Mamata, Mayavati, Abhishek, Stalin, TRS, Jagmohan, Faruk& Chandrbabu take lead &save India.",0,3,0,0,1,0,1,0,3,3,1,0,1,"2969    2969
6429    6429
2599    2599
4304    4304
6446    6446
        ... 
951      951
6830    6830
236      236
1956    1956
515      515
Name: id, Length: 500, dtype: int64",not hate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,"6000    6000
1797    1797
3192    3192
4178    4178
1383    1383
5926    5926
1998    1998
6641    6641
5042    5042
3026    3026
3240    3240
1936    1936
4830    4830
3757    3757
1424    1424
411      411
6056    6056
5298    5298
4187    4187
4052    4052
6478    6478
2650    2650
2574    2574
5229    5229
5216    5216
6942    6942
772      772
2359    2359
2336    2336
1849    1849
3074    3074
4555    4555
3727    3727
1231    1231
444      444
1115    1115
3265    3265
6545    6545
4334    4334
628      628
4253    4253
2820    2820
5071    5071
1654    1654
1706    1706
2990    2990
6040    6040
945      945
6491    6491
344      344
6139    6139
142      142
6381    6381
Name: id, dtype: int64","Bhakts are hilarious!  They think Twitter Trends are going to change the weather, the ICC and literally anyone else apart from people who share their shitty ideology.   #ShameOnICC my ass 🤣🤣🤣",0,0,0,0,1,0,0,0,0,1,1,1,1,"2969    2969
6429    6429
2599    2599
4304    4304
6446    6446
        ... 
951      951
6830    6830
236      236
1956    1956
515      515
Name: id, Length: 500, dtype: int64",not hate,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
49,"6000    6000
1797    1797
3192    3192
4178    4178
1383    1383
5926    5926
1998    1998
6641    6641
5042    5042
3026    3026
3240    3240
1936    1936
4830    4830
3757    3757
1424    1424
411      411
6056    6056
5298    5298
4187    4187
4052    4052
6478    6478
2650    2650
2574    2574
5229    5229
5216    5216
6942    6942
772      772
2359    2359
2336    2336
1849    1849
3074    3074
4555    4555
3727    3727
1231    1231
444      444
1115    1115
3265    3265
6545    6545
4334    4334
628      628
4253    4253
2820    2820
5071    5071
1654    1654
1706    1706
2990    2990
6040    6040
945      945
6491    6491
344      344
6139    6139
142      142
6381    6381
Name: id, dtype: int64",He is already starting this talk. We need to act now before we have no choice! #TrumpIsATraitor #LockHimUp #TrumpIsTheEnemyOfThePeople https://t.co/XI2WvVKtr5,0,3,3,1,3,1,0,0,3,1,1,1,1,"2969    2969
6429    6429
2599    2599
4304    4304
6446    6446
        ... 
951      951
6830    6830
236      236
1956    1956
515      515
Name: id, Length: 500, dtype: int64",not hate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,"6000    6000
1797    1797
3192    3192
4178    4178
1383    1383
5926    5926
1998    1998
6641    6641
5042    5042
3026    3026
3240    3240
1936    1936
4830    4830
3757    3757
1424    1424
411      411
6056    6056
5298    5298
4187    4187
4052    4052
6478    6478
2650    2650
2574    2574
5229    5229
5216    5216
6942    6942
772      772
2359    2359
2336    2336
1849    1849
3074    3074
4555    4555
3727    3727
1231    1231
444      444
1115    1115
3265    3265
6545    6545
4334    4334
628      628
4253    4253
2820    2820
5071    5071
1654    1654
1706    1706
2990    2990
6040    6040
945      945
6491    6491
344      344
6139    6139
142      142
6381    6381
Name: id, dtype: int64",Pic 1- icc on Ms Dhoni gloves.  Vs   Pic 2- icc planning world cup.  #ShameOnICC https://t.co/3mM6QjwpNN https://t.co/pAuS8ic6uX,1,3,3,3,3,3,0,3,0,3,3,0,3,"2969    2969
6429    6429
2599    2599
4304    4304
6446    6446
        ... 
951      951
6830    6830
236      236
1956    1956
515      515
Name: id, Length: 500, dtype: int64",hate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,"6000    6000
1797    1797
3192    3192
4178    4178
1383    1383
5926    5926
1998    1998
6641    6641
5042    5042
3026    3026
3240    3240
1936    1936
4830    4830
3757    3757
1424    1424
411      411
6056    6056
5298    5298
4187    4187
4052    4052
6478    6478
2650    2650
2574    2574
5229    5229
5216    5216
6942    6942
772      772
2359    2359
2336    2336
1849    1849
3074    3074
4555    4555
3727    3727
1231    1231
444      444
1115    1115
3265    3265
6545    6545
4334    4334
628      628
4253    4253
2820    2820
5071    5071
1654    1654
1706    1706
2990    2990
6040    6040
945      945
6491    6491
344      344
6139    6139
142      142
6381    6381
Name: id, dtype: int64",@billmaher  continues to try sooooo hard to remain relevant. #MSM is the only one who cares #LowRatings #LowIQ #DrugAddict #SexFiend #DoucheBag,0,0,0,1,1,1,1,1,1,1,1,1,1,"2969    2969
6429    6429
2599    2599
4304    4304
6446    6446
        ... 
951      951
6830    6830
236      236
1956    1956
515      515
Name: id, Length: 500, dtype: int64",not hate,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
52,"6000    6000
1797    1797
3192    3192
4178    4178
1383    1383
5926    5926
1998    1998
6641    6641
5042    5042
3026    3026
3240    3240
1936    1936
4830    4830
3757    3757
1424    1424
411      411
6056    6056
5298    5298
4187    4187
4052    4052
6478    6478
2650    2650
2574    2574
5229    5229
5216    5216
6942    6942
772      772
2359    2359
2336    2336
1849    1849
3074    3074
4555    4555
3727    3727
1231    1231
444      444
1115    1115
3265    3265
6545    6545
4334    4334
628      628
4253    4253
2820    2820
5071    5071
1654    1654
1706    1706
2990    2990
6040    6040
945      945
6491    6491
344      344
6139    6139
142      142
6381    6381
Name: id, dtype: int64",No Muslim MP of both houses favoured Teen Talaq bill. Teen Talaq stopped scope of call to these MP's and all opposing MP from Mulla Maulvi Imam to perform HALALA. Now they do additional sex with ladies of his own house's. @ghulamnazad @OmarAbdullah @salman7khurshid @ahmedpatel,1,1,1,1,1,1,1,1,1,1,1,1,1,"2969    2969
6429    6429
2599    2599
4304    4304
6446    6446
        ... 
951      951
6830    6830
236      236
1956    1956
515      515
Name: id, Length: 500, dtype: int64",hate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,"6000    6000
1797    1797
3192    3192
4178    4178
1383    1383
5926    5926
1998    1998
6641    6641
5042    5042
3026    3026
3240    3240
1936    1936
4830    4830
3757    3757
1424    1424
411      411
6056    6056
5298    5298
4187    4187
4052    4052
6478    6478
2650    2650
2574    2574
5229    5229
5216    5216
6942    6942
772      772
2359    2359
2336    2336
1849    1849
3074    3074
4555    4555
3727    3727
1231    1231
444      444
1115    1115
3265    3265
6545    6545
4334    4334
628      628
4253    4253
2820    2820
5071    5071
1654    1654
1706    1706
2990    2990
6040    6040
945      945
6491    6491
344      344
6139    6139
142      142
6381    6381
Name: id, dtype: int64","Good morning @RealDonaldtRUMP, have a nice sleep you fucking bitch? #maga #FOXNews #FuckTrump @GOP #WednesdayWisdom https://t.co/5L5mWnTlzv",0,1,3,1,1,1,1,1,1,1,1,1,1,"2969    2969
6429    6429
2599    2599
4304    4304
6446    6446
        ... 
951      951
6830    6830
236      236
1956    1956
515      515
Name: id, Length: 500, dtype: int64",not hate,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
54,"6000    6000
1797    1797
3192    3192
4178    4178
1383    1383
5926    5926
1998    1998
6641    6641
5042    5042
3026    3026
3240    3240
1936    1936
4830    4830
3757    3757
1424    1424
411      411
6056    6056
5298    5298
4187    4187
4052    4052
6478    6478
2650    2650
2574    2574
5229    5229
5216    5216
6942    6942
772      772
2359    2359
2336    2336
1849    1849
3074    3074
4555    4555
3727    3727
1231    1231
444      444
1115    1115
3265    3265
6545    6545
4334    4334
628      628
4253    4253
2820    2820
5071    5071
1654    1654
1706    1706
2990    2990
6040    6040
945      945
6491    6491
344      344
6139    6139
142      142
6381    6381
Name: id, dtype: int64",This is called group halala....Islam permits this...so stop cribbing and pointing fingers. Islam is a peaceful religion and the Muslims are a afraid group.,1,1,0,1,1,1,1,1,1,1,1,1,1,"2969    2969
6429    6429
2599    2599
4304    4304
6446    6446
        ... 
951      951
6830    6830
236      236
1956    1956
515      515
Name: id, Length: 500, dtype: int64",hate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,"6000    6000
1797    1797
3192    3192
4178    4178
1383    1383
5926    5926
1998    1998
6641    6641
5042    5042
3026    3026
3240    3240
1936    1936
4830    4830
3757    3757
1424    1424
411      411
6056    6056
5298    5298
4187    4187
4052    4052
6478    6478
2650    2650
2574    2574
5229    5229
5216    5216
6942    6942
772      772
2359    2359
2336    2336
1849    1849
3074    3074
4555    4555
3727    3727
1231    1231
444      444
1115    1115
3265    3265
6545    6545
4334    4334
628      628
4253    4253
2820    2820
5071    5071
1654    1654
1706    1706
2990    2990
6040    6040
945      945
6491    6491
344      344
6139    6139
142      142
6381    6381
Name: id, dtype: int64",@ICC please focus on umpiring rather than what a player should wear #DhoniKeepsTheGlove,1,0,0,0,0,0,0,0,0,0,3,0,0,"2969    2969
6429    6429
2599    2599
4304    4304
6446    6446
        ... 
951      951
6830    6830
236      236
1956    1956
515      515
Name: id, Length: 500, dtype: int64",hate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,"6000    6000
1797    1797
3192    3192
4178    4178
1383    1383
5926    5926
1998    1998
6641    6641
5042    5042
3026    3026
3240    3240
1936    1936
4830    4830
3757    3757
1424    1424
411      411
6056    6056
5298    5298
4187    4187
4052    4052
6478    6478
2650    2650
2574    2574
5229    5229
5216    5216
6942    6942
772      772
2359    2359
2336    2336
1849    1849
3074    3074
4555    4555
3727    3727
1231    1231
444      444
1115    1115
3265    3265
6545    6545
4334    4334
628      628
4253    4253
2820    2820
5071    5071
1654    1654
1706    1706
2990    2990
6040    6040
945      945
6491    6491
344      344
6139    6139
142      142
6381    6381
Name: id, dtype: int64",Hey everybody I just released a new single entitled “For The People” if you could take a few minutes out of your day and give it a listen and share it if you like it I would greatly greatly appreciate it #punkrock #politicalpunk #NewMusic #fucktrump https://t.co/Kx8EvolZmQ,0,0,0,0,0,0,0,0,0,1,0,0,0,"2969    2969
6429    6429
2599    2599
4304    4304
6446    6446
        ... 
951      951
6830    6830
236      236
1956    1956
515      515
Name: id, Length: 500, dtype: int64",not hate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,"6000    6000
1797    1797
3192    3192
4178    4178
1383    1383
5926    5926
1998    1998
6641    6641
5042    5042
3026    3026
3240    3240
1936    1936
4830    4830
3757    3757
1424    1424
411      411
6056    6056
5298    5298
4187    4187
4052    4052
6478    6478
2650    2650
2574    2574
5229    5229
5216    5216
6942    6942
772      772
2359    2359
2336    2336
1849    1849
3074    3074
4555    4555
3727    3727
1231    1231
444      444
1115    1115
3265    3265
6545    6545
4334    4334
628      628
4253    4253
2820    2820
5071    5071
1654    1654
1706    1706
2990    2990
6040    6040
945      945
6491    6491
344      344
6139    6139
142      142
6381    6381
Name: id, dtype: int64",Becaaauuusssse ... thinks to self *I'm lying right now* #TrumpIsATraitor #TrumpRussia https://t.co/H1OJgA0Mr2,0,3,0,3,0,3,3,3,3,1,1,1,1,"2969    2969
6429    6429
2599    2599
4304    4304
6446    6446
        ... 
951      951
6830    6830
236      236
1956    1956
515      515
Name: id, Length: 500, dtype: int64",not hate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,"6000    6000
1797    1797
3192    3192
4178    4178
1383    1383
5926    5926
1998    1998
6641    6641
5042    5042
3026    3026
3240    3240
1936    1936
4830    4830
3757    3757
1424    1424
411      411
6056    6056
5298    5298
4187    4187
4052    4052
6478    6478
2650    2650
2574    2574
5229    5229
5216    5216
6942    6942
772      772
2359    2359
2336    2336
1849    1849
3074    3074
4555    4555
3727    3727
1231    1231
444      444
1115    1115
3265    3265
6545    6545
4334    4334
628      628
4253    4253
2820    2820
5071    5071
1654    1654
1706    1706
2990    2990
6040    6040
945      945
6491    6491
344      344
6139    6139
142      142
6381    6381
Name: id, dtype: int64","My god, such a loser. #fucktrump https://t.co/VOaMDvuamA",0,3,3,1,1,1,1,1,1,1,1,1,1,"2969    2969
6429    6429
2599    2599
4304    4304
6446    6446
        ... 
951      951
6830    6830
236      236
1956    1956
515      515
Name: id, Length: 500, dtype: int64",not hate,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
59,"6000    6000
1797    1797
3192    3192
4178    4178
1383    1383
5926    5926
1998    1998
6641    6641
5042    5042
3026    3026
3240    3240
1936    1936
4830    4830
3757    3757
1424    1424
411      411
6056    6056
5298    5298
4187    4187
4052    4052
6478    6478
2650    2650
2574    2574
5229    5229
5216    5216
6942    6942
772      772
2359    2359
2336    2336
1849    1849
3074    3074
4555    4555
3727    3727
1231    1231
444      444
1115    1115
3265    3265
6545    6545
4334    4334
628      628
4253    4253
2820    2820
5071    5071
1654    1654
1706    1706
2990    2990
6040    6040
945      945
6491    6491
344      344
6139    6139
142      142
6381    6381
Name: id, dtype: int64","#IndiaVsPakistan is a one sided affair all the time.   The hype gets created by #TerroristNationPakistan   The fact is, #PakistanCricket, #PakistanArmy or #PakistanEconomy is no match for #India   #IndianCricketTeam proved it today.   #FathersDay slap from a real father!!  #INDvPAK",1,1,3,1,1,1,1,1,1,1,1,1,1,"2969    2969
6429    6429
2599    2599
4304    4304
6446    6446
        ... 
951      951
6830    6830
236      236
1956    1956
515      515
Name: id, Length: 500, dtype: int64",hate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,"6000    6000
1797    1797
3192    3192
4178    4178
1383    1383
5926    5926
1998    1998
6641    6641
5042    5042
3026    3026
3240    3240
1936    1936
4830    4830
3757    3757
1424    1424
411      411
6056    6056
5298    5298
4187    4187
4052    4052
6478    6478
2650    2650
2574    2574
5229    5229
5216    5216
6942    6942
772      772
2359    2359
2336    2336
1849    1849
3074    3074
4555    4555
3727    3727
1231    1231
444      444
1115    1115
3265    3265
6545    6545
4334    4334
628      628
4253    4253
2820    2820
5071    5071
1654    1654
1706    1706
2990    2990
6040    6040
945      945
6491    6491
344      344
6139    6139
142      142
6381    6381
Name: id, dtype: int64",Saying @Conservatives are England team - they may play for different clubs but they come together for England say @michaelgove. Only problem with that analogy is that @BorisJohnson refuses to attend training+expects to be made captain. #Eton privilege? #BorisJohnsonShouldNotBePM https://t.co/4NySvWv5hP,0,0,0,0,1,0,0,0,0,1,0,1,1,"2969    2969
6429    6429
2599    2599
4304    4304
6446    6446
        ... 
951      951
6830    6830
236      236
1956    1956
515      515
Name: id, Length: 500, dtype: int64",not hate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,"6000    6000
1797    1797
3192    3192
4178    4178
1383    1383
5926    5926
1998    1998
6641    6641
5042    5042
3026    3026
3240    3240
1936    1936
4830    4830
3757    3757
1424    1424
411      411
6056    6056
5298    5298
4187    4187
4052    4052
6478    6478
2650    2650
2574    2574
5229    5229
5216    5216
6942    6942
772      772
2359    2359
2336    2336
1849    1849
3074    3074
4555    4555
3727    3727
1231    1231
444      444
1115    1115
3265    3265
6545    6545
4334    4334
628      628
4253    4253
2820    2820
5071    5071
1654    1654
1706    1706
2990    2990
6040    6040
945      945
6491    6491
344      344
6139    6139
142      142
6381    6381
Name: id, dtype: int64",@realDonaldTrump Well HAPPY FU€KING BDAY TO YOU A$$HOLE....MAY IT BE YOUR LAST🙏🙏🙏🙏🙏 #TrumpIsATraitor #TrumpMustResign #TrumpsAnInternationalDisgrace #TrumpResignNow #DumpTrump #TrumpsBirthday is his last🙏,0,1,1,1,1,1,1,1,1,1,1,1,1,"2969    2969
6429    6429
2599    2599
4304    4304
6446    6446
        ... 
951      951
6830    6830
236      236
1956    1956
515      515
Name: id, Length: 500, dtype: int64",not hate,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
62,"6000    6000
1797    1797
3192    3192
4178    4178
1383    1383
5926    5926
1998    1998
6641    6641
5042    5042
3026    3026
3240    3240
1936    1936
4830    4830
3757    3757
1424    1424
411      411
6056    6056
5298    5298
4187    4187
4052    4052
6478    6478
2650    2650
2574    2574
5229    5229
5216    5216
6942    6942
772      772
2359    2359
2336    2336
1849    1849
3074    3074
4555    4555
3727    3727
1231    1231
444      444
1115    1115
3265    3265
6545    6545
4334    4334
628      628
4253    4253
2820    2820
5071    5071
1654    1654
1706    1706
2990    2990
6040    6040
945      945
6491    6491
344      344
6139    6139
142      142
6381    6381
Name: id, dtype: int64",@ICC @BCBtigers can repeat the history. Its Difficult to beat @englandcricket in their own soil.  All the best to both team.  It will be great fight.  #DhoniKeepTheGlove   #DhoniKeepsTheGlove,0,0,0,0,0,0,0,0,0,0,0,0,0,"2969    2969
6429    6429
2599    2599
4304    4304
6446    6446
        ... 
951      951
6830    6830
236      236
1956    1956
515      515
Name: id, Length: 500, dtype: int64",not hate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,"6000    6000
1797    1797
3192    3192
4178    4178
1383    1383
5926    5926
1998    1998
6641    6641
5042    5042
3026    3026
3240    3240
1936    1936
4830    4830
3757    3757
1424    1424
411      411
6056    6056
5298    5298
4187    4187
4052    4052
6478    6478
2650    2650
2574    2574
5229    5229
5216    5216
6942    6942
772      772
2359    2359
2336    2336
1849    1849
3074    3074
4555    4555
3727    3727
1231    1231
444      444
1115    1115
3265    3265
6545    6545
4334    4334
628      628
4253    4253
2820    2820
5071    5071
1654    1654
1706    1706
2990    2990
6040    6040
945      945
6491    6491
344      344
6139    6139
142      142
6381    6381
Name: id, dtype: int64",TM taught us to include the year. #Brexit by 31 Oct 2019.,0,3,3,0,0,0,0,0,0,3,0,0,0,"2969    2969
6429    6429
2599    2599
4304    4304
6446    6446
        ... 
951      951
6830    6830
236      236
1956    1956
515      515
Name: id, Length: 500, dtype: int64",not hate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,"6000    6000
1797    1797
3192    3192
4178    4178
1383    1383
5926    5926
1998    1998
6641    6641
5042    5042
3026    3026
3240    3240
1936    1936
4830    4830
3757    3757
1424    1424
411      411
6056    6056
5298    5298
4187    4187
4052    4052
6478    6478
2650    2650
2574    2574
5229    5229
5216    5216
6942    6942
772      772
2359    2359
2336    2336
1849    1849
3074    3074
4555    4555
3727    3727
1231    1231
444      444
1115    1115
3265    3265
6545    6545
4334    4334
628      628
4253    4253
2820    2820
5071    5071
1654    1654
1706    1706
2990    2990
6040    6040
945      945
6491    6491
344      344
6139    6139
142      142
6381    6381
Name: id, dtype: int64",Where is icc are you fully blind @ICC @cricketworldcup #ICCWorldCup2019 #DhoniKeepsTheGlove #pkmkb https://t.co/RFnDnzpSLg,0,0,0,0,0,0,3,3,0,1,1,1,1,"2969    2969
6429    6429
2599    2599
4304    4304
6446    6446
        ... 
951      951
6830    6830
236      236
1956    1956
515      515
Name: id, Length: 500, dtype: int64",not hate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,"6000    6000
1797    1797
3192    3192
4178    4178
1383    1383
5926    5926
1998    1998
6641    6641
5042    5042
3026    3026
3240    3240
1936    1936
4830    4830
3757    3757
1424    1424
411      411
6056    6056
5298    5298
4187    4187
4052    4052
6478    6478
2650    2650
2574    2574
5229    5229
5216    5216
6942    6942
772      772
2359    2359
2336    2336
1849    1849
3074    3074
4555    4555
3727    3727
1231    1231
444      444
1115    1115
3265    3265
6545    6545
4334    4334
628      628
4253    4253
2820    2820
5071    5071
1654    1654
1706    1706
2990    2990
6040    6040
945      945
6491    6491
344      344
6139    6139
142      142
6381    6381
Name: id, dtype: int64",@Wimbledon and @icc should have some sort of communication 2019 will have two final on same day #July14. How can someone be so wrong on planning such an important event #WC2019 #ShameOnICC #ICCWorldCup2019  pathetic planning https://t.co/M2KmJZIiE3,1,0,3,0,0,0,0,0,0,0,0,0,0,"2969    2969
6429    6429
2599    2599
4304    4304
6446    6446
        ... 
951      951
6830    6830
236      236
1956    1956
515      515
Name: id, Length: 500, dtype: int64",hate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,"6000    6000
1797    1797
3192    3192
4178    4178
1383    1383
5926    5926
1998    1998
6641    6641
5042    5042
3026    3026
3240    3240
1936    1936
4830    4830
3757    3757
1424    1424
411      411
6056    6056
5298    5298
4187    4187
4052    4052
6478    6478
2650    2650
2574    2574
5229    5229
5216    5216
6942    6942
772      772
2359    2359
2336    2336
1849    1849
3074    3074
4555    4555
3727    3727
1231    1231
444      444
1115    1115
3265    3265
6545    6545
4334    4334
628      628
4253    4253
2820    2820
5071    5071
1654    1654
1706    1706
2990    2990
6040    6040
945      945
6491    6491
344      344
6139    6139
142      142
6381    6381
Name: id, dtype: int64",#ShameOnICC what a bunch of useless people working for @ICC. The whole frenzy of World Cup is ruined. Who elect these suckers,0,3,3,1,1,1,1,1,1,1,1,1,1,"2969    2969
6429    6429
2599    2599
4304    4304
6446    6446
        ... 
951      951
6830    6830
236      236
1956    1956
515      515
Name: id, Length: 500, dtype: int64",not hate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,"6000    6000
1797    1797
3192    3192
4178    4178
1383    1383
5926    5926
1998    1998
6641    6641
5042    5042
3026    3026
3240    3240
1936    1936
4830    4830
3757    3757
1424    1424
411      411
6056    6056
5298    5298
4187    4187
4052    4052
6478    6478
2650    2650
2574    2574
5229    5229
5216    5216
6942    6942
772      772
2359    2359
2336    2336
1849    1849
3074    3074
4555    4555
3727    3727
1231    1231
444      444
1115    1115
3265    3265
6545    6545
4334    4334
628      628
4253    4253
2820    2820
5071    5071
1654    1654
1706    1706
2990    2990
6040    6040
945      945
6491    6491
344      344
6139    6139
142      142
6381    6381
Name: id, dtype: int64",but can buy raw meat from muslim shop.,0,0,0,0,0,0,0,1,0,1,1,1,1,"2969    2969
6429    6429
2599    2599
4304    4304
6446    6446
        ... 
951      951
6830    6830
236      236
1956    1956
515      515
Name: id, Length: 500, dtype: int64",not hate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,"6000    6000
1797    1797
3192    3192
4178    4178
1383    1383
5926    5926
1998    1998
6641    6641
5042    5042
3026    3026
3240    3240
1936    1936
4830    4830
3757    3757
1424    1424
411      411
6056    6056
5298    5298
4187    4187
4052    4052
6478    6478
2650    2650
2574    2574
5229    5229
5216    5216
6942    6942
772      772
2359    2359
2336    2336
1849    1849
3074    3074
4555    4555
3727    3727
1231    1231
444      444
1115    1115
3265    3265
6545    6545
4334    4334
628      628
4253    4253
2820    2820
5071    5071
1654    1654
1706    1706
2990    2990
6040    6040
945      945
6491    6491
344      344
6139    6139
142      142
6381    6381
Name: id, dtype: int64","Doctors studded almost half of thire life just become a worthy of that WHITE COAT &amp; they have invested a lot of money and time for that. They too have life, they too have families, they are also a human being. They just want respect and safety.   #Savethedoctors #DoctorsFightBack",0,3,0,0,0,0,0,0,0,0,0,0,0,"2969    2969
6429    6429
2599    2599
4304    4304
6446    6446
        ... 
951      951
6830    6830
236      236
1956    1956
515      515
Name: id, Length: 500, dtype: int64",not hate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
